FOODID;FOODNAME;LANG
30319;Påläggskorv, jaktkorv, 17 % fett, medelvärde av industriella produkter;SV
30321;Grillkorv, lätt, medelvärde av industriella produkter;SV
30322;Grynkorv, medelvärde av industriella produkter;SV
30324;Länkkorv, lätt, medelvärde;SV
30325;Knackkorv, lätt, medelvärde av industriella produkter;SV
30369;Råkorv, syskonkorv;SV
30370;Grillkorv, ost, köttig;SV
30371;Korv, blodkorv, svartkorv;SV
30372;Leverkorv eller pastej, medelvärde;SV
30373;Leverkorv eller pastej, lätt, medelvärde;SV
30374;Grillkorv, ost;SV
30380;Te, iste;SV
30388;Saftdryck, delvis syntetiskt sötad;SV
30390;Saftdryck, lätt, delvis syntetiskt sötad;SV
30391;Juice, päronjuice;SV
30392;Saft, saftdryck;SV
30394;Fruktsaft, koncentrat, medelvärde;SV
30395;Juice, tranbär-lingonjuice;SV
30396;Saftdryck, sockerfri, syntetiskt sötad;SV
30402;Ost, halvhård ost, 5 % fett, turunmaa;SV
30406;Grynost, 2-5 % fett, laktosfri;SV
30423;Mjölk, fettfri, laktosfri, 1 ug vitamin d;SV
30428;Ost, blåmögelost, 17 % fett, aura;SV
30429;Ost, vitmögelost, 16 % fett, camembert/brie;SV
30430;Cider, torr, 5,5 vol-% alkohol;SV
30432;Ciderdryck, 0,7 vol-% alkohol;SV
30440;Rischoklad;SV
30443;Färskost, 15 % fett, smaksatt, creme bonjour light;SV
30444;Tomat, soltorkad, i olja;SV
30449;Fil, naturellt, 1 % fett, ettans fil, låg laktoshalt;SV
30450;Fil, frukt-/bärfil, 2 % fett, låg laktoshalt;SV
30451;Mineralvatten, sötad med fruktos;SV
30452;Yoghurtdryck, 0,1 % fett, låg laktoshalt;SV
30454;Gräddfil, låg laktoshalt, 6 % fett;SV
30455;Gräddfil, låg laktoshalt, 3,5 % fett;SV
30456;Yoghurt, smaksatt, 2 % fett, låg laktoshalt, 0,5 ug vitamin d;SV
30462;Yoghurt, smaksatt, 1,5 % fett, låg laktoshalt;SV
30464;Yoghurt, smaksatt, fettfri, laktosfri;SV
30570;Maltodextrin;SV
30572;Grillkorv, medelvärde av industriella produkter;SV
30573;Grillkorv, köttig, medelvärde av industriella produkter;SV
30574;Saft, ångad svartvinbärsaft, outspädd, sockerfri;SV
30575;Saft, ångad svartvinbärsaft, utspädd, sockerfri;SV
30576;Saft, gefilus, probiotika, medelvärde av industriella produkter;SV
30606;Juice, vitamin c, vitamin d, probiotika;SV
30607;Saftdryck, fiber;SV
30608;Yoghurt, smaksatt med sylt, fettfri;SV
30610;Smör, låg salthalt;SV
30612;Vegetabilisk matfett 30 %, keiju kevyt;SV
30616;Margarin 40 %, rainbow/pirkka;SV
30617;Vegetabilisk matfett 70%, keiju laktosfri, 20 ug vitamin d;SV
30619;Margarin 60 %, keiju normal saltad, 20 ug vitamin d;SV
30621;Margarin 40 %, keiju lätt laktosfri, 20 ug vitamin d;SV
30629;Margarin 60 %, kultarypsi;SV
30631;Margarin 60 %, industriell, medelvärde av industriella produkter;SV
30633;Fruktsaft, koncentrat, vitaminerad;SV
30636;Cider, lätt, 4,7 vol-% alkohol;SV
30638;Gin long drink, lätt, 4,7 vol-% alkohol;SV
30641;Ägg, omega, utan skal;SV
30646;Matlagningsgrädde, 5 % fett, låg laktoshalt;SV
30665;Måltidsersättning, proteinrik stång, medelvärde, ca 30 % protein;SV
30673;Kvarg, smaksatt, 5 % fett;SV
30792;Kycklinglår, utan skinn;SV
30914;Fänkål;SV
30925;Majonnäs, 80 % fett;SV
30926;Majonnäs, fettfri;SV
30968;Pinjefrö;SV
30991;Linfrön, hela;SV
31139;Pasta, vetegrodd;SV
31144;Griskött, strimlat, marinerat, rått;SV
31145;Nötkött, strimlat, marinerat, rått;SV
31160;Matsoda;SV
31174;Pasta, mörk, proteinrik;SV
31175;Quinoa;SV
31211;Pumpafrön;SV
31212;Nöt, pistagenöt;SV
31213;Bönor, mungobönor, kokta;SV
31214;Bönor, kidneybönor, kokta;SV
31216;Bönor, adukibönor, torkade;SV
31217;Bönor, adukibönor, kokta utan salt;SV
31218;Kikärter, torkade;SV
31219;Linser, röda, torkade;SV
31225;Linser, röda, kokta;SV
31226;Speltmjöl, sammalen;SV
31229;Glass, tofuparfaitpinne, chokladöverdrag;SV
31231;Sojaprodukt, alternativ till grädde, 17,5 % fett;SV
31233;Bönor, bondbönor, kokta;SV
31246;Sojadryck, vitaminerad;SV
31247;Sojadryck utan tillsatt socker;SV
31248;Sojadryck, choklad, med vitaminer;SV
31252;Riskaka, riskex;SV
31253;Majs-riskaka;SV
31254;Chokladrussin;SV
31256;Pasta, färsk pasta, ägg;SV
31457;Lingonsylt;SV
31459;Äppelsylt;SV
31482;Makaroni, pasta, innehåller ägg;SV
31487;Mjölkpulver, fettfritt, låg laktoshalt, 5 ug vitamin d;SV
31488;Mjölkpulver, fettfritt, laktosfritt, 5 ug vitamin d;SV
31495;Linolja;SV
31496;Mjölkpulver, fettfritt, 5 ug tillsatt vitamin d;SV
31497;Mjölkpulver, fettfritt, låg laktoshalt;SV
31498;Mjölkpulver, fettfritt, laktosfritt;SV
31504;Matfettsblandning 70 %;SV
31505;Matfettsblandning 75 %, laktosfri;SV
31506;Matfettsblandning 40 %, låg laktoshalt;SV
31508;Matfettsblandning 80 %, flytande, medelvärde;SV
31511;Yoghurt, smaksatt, ca 4 % fett, laktosfri;SV
31518;Glass, yoghurtglass, 9 % fett;SV
31525;Sojamellanmål, alpro natural, syrat, naturell, tilsatt vitamin och kalcium;SV
31530;Smör laktosfri;SV
31532;Mjöl, mjölblandning, mörk, naturligt glutenfri;SV
31534;Mjöl, mjölblandning glutenfri, vetestärkelsepreparat, vitaminerad, mjölk;SV
31536;Fiskpinnar, lax, otillredda;SV
31537;Pasta, fullkornsris, naturligt glutenfri;SV
31538;Aprikospuré, sockerfri, vitamin c;SV
31539;Bärpuré, sockerfri, c-vitaminerad;SV
31544;Mjöl, mjölblandning, ljus, naturligt glutenfri;SV
31545;Tomatketchup, mindre salt och socker, felix;SV
31550;Mjöl, mjölblandning, ljus, glutenfri, vetestärkelsepreparat, mjölkpulver;SV
31552;Guava;SV
31553;Mjölk, lättmjölk, laktosfri, utan tillsatt vitamin d, ekologisk;SV
31555;Granatäpple, skalat;SV
31557;Chili, grön, färsk;SV
31675;Pasta, spaghetti, makaroni, naturligt glutenfri;SV
31677;Pasta, spaghetti, naturligt glutenfri, innehåller ägg;SV
31679;Pasta, fiberrik, naturligt glutenfri;SV
31683;Mjöl, glutenfri mjölblandning av vetestärkelse, vitaminerad;SV
31692;Mjöl, skorpmjöl, naturligt glutenfritt;SV
31888;Mjölk, fettfri, 2 ug vitamin d, valio plus;SV
31891;Mjölk, helmjölk, låg laktoshalt, 1 ug vitamin d;SV
31894;Mjölk, kaffemjölk 2 % fett, laktosfri, 1 ug vitamin d;SV
31900;Surmjölk, fettfri, laktosfri, 1 ug vitamin d;SV
31947;Havre-fruktpreparat syrat, yosa smoothie, probiotika;SV
31956;Kvarg, smaksatt, fettfri, syntetiskt sötad;SV
31959;Matlagningsgrädde, smaksatt med ost, 10 % fett, låg laktoshalt;SV
31966;Grädde, 26% fett, vegetabilisk fettblandning, flora kuohu;SV
31968;Glass, gräddglass, laktosfri;SV
31969;Glass, gräddglass, låg laktoshalt;SV
31970;Glass, gräddglass med kex, puffet;SV
31971;Glass, lätt, 4,5 % fett;SV
31972;Glass, gräddglass, smaksatt, carte d'or stracciatella;SV
31990;Glass, gräddglass, smaksatt, carte d'or mascarpone;SV
31991;Sorbet, hallonsorbet, industriell;SV
31994;Glass, tofu glasstrut, glutenfri;SV
31996;Glass, risglass;SV
31997;Glass, yoghurtglass, 4 % fett;SV
32000;Glass, gräddglass med kola- och chokladglasyr;SV
32001;Glass, gräddglass, smaksatt, kola, aino kermainen karamelli;SV
32002;Kvarg, smaksatt, 2,9 % fett;SV
32004;Sojaprodukt,  alternativ till grädde, lätt, 5,2 % fett;SV
32005;Havreprodukt, alternativ till grädde, lätt, 7 % fett;SV
32006;Risprodukt, alternativ till grädde, vegetabilisk fettblandning, 7 % fett;SV
32007;Risdryck, kalcium och vitamin d;SV
32008;Sojadryck, alpro, lätt, kalcium och vitaminer;SV
32010;Glass, gräddglass med kex och choklad;SV
32062;Yoghurt, smaksatt, 2 % fett, 0,5 ug vitamin d;SV
32067;Yoghurt, smaksatt, fettfri, 0,5 ug vitamin d;SV
32080;Yoghurt, smaksatt, fettfri, vitalinea, 0,75 ug vitamin d;SV
32084;Yoghurt, smaksatt, 2 % fett, laktosfri, 0,5 ug vitamin d;SV
32085;Yoghurt, smaksatt, 2 % fett, låg laktoshalt, a+, 1 ug vitamin d;SV
32088;Yoghurt, naturell, bulgarian, 3,5 % fett, 1 ug vitamin d;SV
32101;Majonnäs, gurkmajonnäs, hamburgaredressing, hesburger;SV
32136;Yoghurt, naturell, activia, 3,4 % fett, probiotika;SV
32142;Yoghurt, smaksatt med sylt, 2 % fett, låg laktoshalt, 1 ug vitamin d;SV
32145;Yoghurt, smaksatt, fettfri, a+, låg laktoshalt, 1 ug vitamin d;SV
32153;Bearnaisesås, såspulver, knorr;SV
32163;Bearnaisesås, såspulver, campbell's/blå band;SV
32172;Sojamellanmål, alpro, syrad, smaksatt, 2 % fett, kalcium, vitaminerad;SV
32175;Hollandaise sås, såspulver, campbell's/blå band;SV
32177;Salladsdressing med rypsolja, thousand island, lätt, felix, 15 % fett;SV
32178;Salladsdressing med rypsolja, fransk, saarioinen, 47 % fett;SV
32179;Salladsdressing med rypsolja, lätt, saarioinen, 23 % fett;SV
32189;Fil, frukt-/bärfil, 2 % fett, 1 ug vitamin d;SV
32191;Knackkorv av broiler, atria;SV
32195;Knackkorv av broiler, hk;SV
32197;Knackkorv av kalkon, lätt, atria;SV
32198;Pålägg av helt kött, broilerpålägg, 1,9 % fett, hk;SV
32201;Yoghurt, turkisk/grekisk, 10 % fett;SV
32257;Pålägg av helt kött, broilerpålägg, 2 % fett, hk;SV
32301;Margarin 60 %, flora normalsaltad;SV
32308;Margarin 60 %, flora laktosfri;SV
32341;Margarin 60 %, kraftigt saltad, flora;SV
32343;Vegetabilisk matfett 38%, becel lätt;SV
32344;Vegetabilisk oljeprodukt 82 %, flytande, flora culinesse;SV
32348;Vegetabilisk oljeprodukt 82 %, flytande, becel;SV
32350;Vegetabilisk matfett 38%, becel lätt oliv;SV
32354;Vegetabilisk oljeprodukt 80 %, flytande, keiju rypsi;SV
32357;Munkstekningsfett 100 %, sunnuntai;SV
32360;Matfett 60 % fett, benecol laktosfri;SV
32367;Muksu sojadryck, 1-3 år, för barn i lekåldern;SV
32381;Bolognesesås, såspulver, knorr;SV
32385;Grynost, 1,5 % fett;SV
32386;Färdig sås, tikka masala, uncle ben's;SV
32403;Dipmix, såspulver, innehåller mjölk;SV
32404;Dipmix , såspulver, mjölkfri;SV
32407;Medvurst, ultralätt 9 % fett;SV
32409;Panerad skinka, 3 % fett;SV
32416;Bärdryck, proviva, medelvärde, probiotika;SV
32417;Fruktdryck, mango, proviva, probiotika;SV
32418;Havre-frukt- och bärpreparat, syrat, yosa, medelvärde, innehåller probiotika;SV
32423;Dryck, rainbow, fruktdryck med probiotika;SV
32424;Dryck, rainbow, bärdryck med probiotika;SV
32431;Vegetabilisk oljeprodukt 80 %, flytande, rypsolja, sunnuntai;SV
32449;Mellanmålsstång, yoghurt, mysli;SV
32450;Mellanmålsstång, fullkorn, mysli;SV
32451;Mellanmålsstång, bär, mysli;SV
32452;Mellanmålsstång, frukt, mysli;SV
32455;Blodgrapefrukt, skalad;SV
32456;Kronärtskocka;SV
32464;Nött, paranöt;SV
32478;Färdig sås, sweet & sour, uncle ben's;SV
32480;Salladsdressing med rypsolja, kartanon, saarioinen, 39 % fett;SV
32482;Salladsdressing med rypsolja, talon-, felix, 20 % fett;SV
32483;Salladsdressing med rypsolja, grekisk, felix, 25 % fett;SV
32485;Salladsdressing med rypsolja, honung-senap, felix, 36 % fett;SV
32502;Sötsak, dumle, fazer, kola med chokladöverdrag;SV
32503;Sötsak, karamell, mjölkchokladdragé, m&m's/amerikan pastilli;SV
32509;Choklad, chokladbit, innehåller kex och kola, twix;SV
32540;Glögg, alkoholfri;SV
32553;Vegetabilisk oljeprodukt 80 %, flytande, medelvärde av industriella produkter;SV
32562;Havre-fruktpreparat syrat, yosa naturell, vitamin d, probiotika;SV
32568;Matfettsblandning 75 %, 10 ug vitamin d;SV
32570;Fyrkornsflingor, riihikosken vehnämylly;SV
32592;Surmjölk, kärnmjölk, 0,3 % fett, 0,5 ug vitamin d;SV
32593;Surmjölk, fettfri, 0,5 ug vitamin d;SV
32594;Surmjölk, fettfri, låg laktoshalt, 0,5 ug vitamin d;SV
32595;Surmjölk, fettfri, laktosfri, 0,5 ug vitamin d;SV
32596;Yoghurt, smaksatt, fettfri, delvis syntetiskt sötad, 1 ug vitamin d;SV
32597;Yoghurt, smaksatt, fettfri, laktosfri, syntetiskt sötad, 1 ug vitamin d;SV
32598;Yoghurt, naturell, fettfri;SV
32599;Yoghurt, smaksatt, 2 % fett, 1 ug vitamin d;SV
32600;Yoghurt, drickbar, danonino dino, 1,6 % fett, 0,9 ug vitamin d;SV
32602;Grillkorv, chorizo, saarioinen;SV
32619;Måltidsersättning, dryck, shake, naturdiet;SV
32622;Måltidsersättning, dryck, smoothie, naturdiet;SV
32623;Måltidsersättning, dryckpulver, naturdiet;SV
32625;Måltidsersättning, chokladstång, naturdiet;SV
32626;Måltidsersättning, karamellstång, naturdiet;SV
32627;Måltidsersättning, mörk chokladstång, naturdiet;SV
32628;Måltidsersättning, smoothie, dryckpulver, easy diet;SV
32630;Måltidsersättning, soppulver, sparris/fisk/höna/svamp, easy diet;SV
32632;Måltidsersättning, soppulver, tomat/texmex/thai, easy diet;SV
32636;Måltidsersättning, smoothie, dryckpulver, nutrifast;SV
32638;Måltidsersättning, milkshake, dryckpulver, allevo;SV
32640;Måltidsersättning, smoothie, dryckpulver, allevo;SV
32642;Måltidsersättning, soppulver, potatis/purjolök, allevo;SV
32644;Måltidsersättning, soppulver, broccoli/basilika/couscous, allevo;SV
32646;Måltidsersättning, dryck, low calorie, allevo;SV
32647;Måltidsersättning, stång, low calorie, allevo;SV
32648;Måltidsersättning, soppulver, nutrilett;SV
32650;Måltidsersättning, dryck, hunger control, nutrilett;SV
32651;Måltidsersättning, milkshake, dryckpulver, nutrilett;SV
32653;Måltidsersättning, hot and cold mocca, dryckpulver, nutrilett;SV
32655;Måltidsersättning, stång, hunger control, nutrilett;SV
32656;Måltidsersättning, stång, low calorie, medelvärde av industriella produkter;SV
32657;Måltidsersättning, soppulver, medelvärde;SV
32659;Måltidsersättning, milkshake, dryckpulver, medelvärde;SV
32661;Måltidsersättning, smoothie, dryckpulver, medelvärde;SV
32664;Matfettsblandning 75 %, normalsaltad, låg laktoshalt, oivariini;SV
32666;Matfettsblandning 75 %, kraftigt saltad, låg laktoshalt, oivariini;SV
32667;Måltidsersättning, proteindryck, pulver, gnld, 49 % protein;SV
32669;Matfettsblandning 60 %, lättare, låg laktoshalt, oivariini;SV
32670;Matfettsblandning 75 %, laktosfri, oivariini;SV
32671;Matfettsblandning 43 %, ingmariini, låg laktoshalt;SV
32672;Matfettsblandning 82 %, havssalt, låg laktoshalt, ingmariini;SV
32673;Matfettsblandning 75 %, normalsaltad, låg laktoshalt, ingmariini;SV
32675;Måltidsersättning, proteindryckpulver, nutrishake, gnld, 55 % protein;SV
32676;Matfettsblandning 57 %, lättare, låg laktoshalt, ingmariini;SV
32678;Sojapreparat, femisoya;SV
32679;Sojapreparat, femisoya plus;SV
32680;Sojapreparat, berrysoya;SV
32694;Köttfärs, gris-nöt, lätt, låg fetthalt, 7 % fett;SV
32695;Sötsak, chokladkaramell med peppermyntsmak, marianne, fazer;SV
32699;Suffeli puffi snacks, majspuffar med chokladsmakande glasyr;SV
32700;Mellanmålsstång, choklad, mysli;SV
32701;Glass, mjukglass, soft ice, utan våffla;SV
32702;Glass, tofuparfait, sojabaserad, tofuline, vanilj;SV
32703;Nöt- och chokladkräm;SV
32704;Köttfärs, nötstek, 9 % fett;SV
32705;Glass av vegetabiliskt fett;SV
32708;Spraygrädde, vispgräddeprodukt, industriell;SV
32709;Margarin, hushållsmargarin 80 %, medelvärde, till bakning och matlagning;SV
32710;Matlagningsgrädde, vegetabilisk fettblandning, 4% fett, låg laktoshalt;SV
32716;Matlagningsgrädde, vegetabilisk fettblandning, 5 % fett, låg laktoshalt;SV
32721;Matlagningsgrädde, vegetabilisk fettblandning, 7 % fett, låg laktoshalt;SV
32722;Grillkorv, kabanossi, medelvärde, hk;SV
32724;Grillkorv, chorizo, hemgjord;SV
32731;Nudel, fullkornsvete;SV
32733;Kinderägg, kinder surprise;SV
32734;Sojadryck, kalcium och vitaminer, alpro;SV
32735;Yoghurt, naturell, a+, låg laktoshalt, 2,5 % fett, 1 ug vitamin d;SV
32737;Surmjölk, ab-surmjölk, 2,5 % fett, 1 ug vitamin d, probiotika;SV
32739;Ciderdryck, pear, alkoholfri sider, 0,02 vol-% alkohol, rainbow;SV
32740;Öl, alkoholfri, nikolai, 0,0 vol-% alkohol, sinebrychoff;SV
32744;Marmelad av plommon, plommonsylt;SV
32745;Energidryck, vitaminerad, delvis syntetiskt sötad;SV
32746;Energidryck, vitaminerad, syntetiskt sötad;SV
32758;Sojadryck, alpro ekologisk;SV
32770;Mineralvatten, novelle plus, zink och vitamin e, sötad med fruktos, hartwall;SV
32771;Mineralvatten, novelle plus, med tillsatt kalcium, hartwall;SV
32772;Mineralvatten, novelle plus, vitamin c och magnesium, hartwall;SV
32773;Mineralvatten, sötat med fruktos, novelle friss, medelvärde, hartwall;SV
32774;Havredryck, nalle suklaakaurajuoma, med kalcium och vitamin d;SV
32778;Påläggskorv, lördagskorv, medelvärde, 18 % fett;SV
32779;Påläggskorv, lördagskorv, innehåller mjölkprotein, 19 % fett;SV
32780;Påläggskorv, lördagskorv, innehåller sojaprotein, 19 % fett;SV
32783;Havredryck, med kalcium och vitaminer, rainbow;SV
32784;Påläggskorv, lördagskorv, lätt, medelvärde, 10 % fett;SV
32786;Påläggskorv, lördagskorv, 17 % fett, medelvärde av industriella produkter;SV
32787;Risdryck, rice dream suklaa, med kalcium;SV
32790;Risdryck, rice dream, hasselnöt-mandel;SV
32795;Grillkorv, ultralätt, mjölkfri, 7 % fett;SV
32796;Grillkorv, innehåller sojaprotein, medelvärde;SV
32800;Glass, risglass, r-ice, vanilj-choklad, glutenfri, ingman;SV
32802;Glass, risglass, r-ice vanilj, ingman;SV
32804;Glass, lätt, syntetiskt sötad, vanilj-jorgubb, ingman;SV
32885;Havredryck, nordic, naturell, med kalcium och vitamin d;SV
32887;Risdryck, nordic, med kalcium och vitamin d;SV
32892;Fiberhaltig fruktdryck, hyvää päivää, tranbär, delvis syntetiskt sötad;SV
32893;Fruktdryck, hyvää päivää, citrus, fruktos, delvis syntetiskt sötad, vitaminerad;SV
32894;Fruktdryck, hyvää päivää, sötad med fruktos, vitaminerad;SV
32895;Nöt, macadamia nöt;SV
32897;Energidryck, energivatten, teho, olvi, vitaminerad;SV
32925;Ost, getost, chèvre, 30 % fett;SV
32931;Ost, getost, chèvre, 30 % fett, stekt;SV
33020;Kryddsås, sweet chili sauce, chilisås;SV
33021;Kryddpasta, curry pasta;SV
33022;Kryddpasta, ingefärapasta;SV
33023;Ingefära, rot, rå;SV
33024;Ingefära, inlagd;SV
33038;Sharon, kaki, persimon;SV
33042;Yoghurt, naturell, a+, laktosfri, 4 % fett, 1 ug vitamin d;SV
33047;Matlagningsgrädde, vegetabilisk fettblandning, fett 13 %, låg laktoshalt;SV
33048;Matlagningsgrädde, vegetabilisk fettblandning, 7 % fett;SV
33049;Matlagningsgrädde, vegetabilisk fettblandning, 4 % fett;SV
33060;Papaya, torkad;SV
33065;Mango, torkad;SV
33067;Specialfrukt, exotisk, medelvärde, mango/papaya, torkad;SV
33070;Fikon, torkad;SV
33077;Ananas, torkad;SV
33091;Avokadoolja;SV
33095;Nöt, pecannöt;SV
33097;Grillkorv, balkankorv/bratwurst;SV
33102;Nöt, honungsrostad jordnöt;SV
33103;Yoghurt, smaksatt, 2,7 % fett, laktosfri, 1 ug vitamin d, prob., valio olo;SV
33111;Mjölk, helmjölk, 3 % fett, laktosfri, 1 ug vitamin d;SV
33116;Ost, salladost, 2-5 % fett, av komjölk, i saltlag;SV
33117;Surmjölk, valio plus, fettfri, låg laktoshalt, 2 ug vitamin d;SV
33118;Ost, salladost, 6-8 % fett, av komjölk, i saltlag;SV
33119;Ost, salladost, 9-11 % fett, av komjölk, i saltlag;SV
33120;Ost, salladsost, 22 % fett, av komjölk, i olja;SV
33121;Hampfrö, hel;SV
33122;Sojadryck med kalcium och vitaminer, alpro;SV
33124;Sojadryck med kalcium och vitaminer, rainbow;SV
33125;Sojadryck, med kalcium, pirkka ekologisk;SV
33128;Nöt, chilinöt;SV
33129;Yoghurt, naturell, laktosfri, fett 5,5%, valio eila lohkeava;SV
33130;Nöt, cashew-nöt, saltad;SV
33131;Nöt, pistagenöt, saltad;SV
33132;Sojadryck, kalcium, gogreen;SV
33133;Sojadryck, kalcium, gogreen original;SV
33134;Sojadryck med chokladsmak, kalcium, pirkka ekologisk;SV
33135;Sojadryck, ekologisk, rainbow;SV
33136;Sojadryck, nordic, med d-vitamin och kalcium;SV
33137;Sojadryck, alpro lätt chokladdryck, kalcium och vitaminer;SV
33138;Sojadryck, alpro choklad, kalcium och vitaminer;SV
33139;Sojadryck, kalcium och vitaminer, soywell soya drink, lidl;SV
33142;Yoghurt, smaksatt, fettfri, laktosfri, 1 ug vitamin d;SV
33147;Kvarg, smaksatt, 2,9 % fett, danonino, 1,25 ug vitamin d;SV
33150;Yoghurt,  smaksatt, 4,6 % fett, laktosfri, valio eila lohkeava;SV
33151;Havssalt, ojodat;SV
33154;Filé av fisk, gravad;SV
33158;Mellanmålsstång, choklad, kellogg´s special k bar chocolate, vitaminerad;SV
33159;Mellanmålsstång, kellogg´s rice krispies cereal & milk bar, vitaminerad;SV
33160;Havredryck, mellanmålsdryck med aprikossmak, elovena, 2,9 % fett;SV
33161;Havredryck, mellanmålsdryck med skogsbär, elovena, 0,5 % fett;SV
33162;Yoghurt, naturell, 2,5 % fett;SV
33163;Havredryck, mellanmålsdryck med fruktsmak, elovena, 0,5 % fett;SV
33164;Mjölk, helmjölk, låg laktoshalt, utan tillsatt vitamin d;SV
33168;Ost, halvhård ost, 10 % fett, valio polar;SV
33169;Havredryck utan mjölk, vanilj, med kalcium och vitamin d;SV
33170;Pangasius, filé, importerad fisk;SV
33171;Hoki, importerad fisk;SV
33174;Köttfärs, gris-nöt, låg fetthalt, 10 % fett;SV
33179;Kvarg, naturell, 0,3 % fett, laktosfri;SV
33189;Kvarg, smaksatt, fett 7 %, söt, laktosfri;SV
33197;Yoghurt, smaksatt, fettfri, låg laktoshalt, 0,5 ug d-vitamin, delvis synt. sötad;SV
33198;Yoghurt, smaksatt, fettfri, syntetiskt sötad;SV
33200;Fil, smaksatt, 1 % fett, laktosfri;SV
33201;Fil, 1 % fett, laktosfri;SV
33211;Tilapia, importerad fisk;SV
33221;Yoghurt, smaksatt, 1 % fett, laktosfri;SV
33226;Yoghurt, smaksatt, fettfri, fiber, a-, e- och d-vitamin, låg laktoshalt;SV
33251;Tilapia, ugnsstekt;SV
33264;Fil, smaksatt, 1 % fett, laktosfri, delvis syntetiskt sötat;SV
33265;Nöt, cashewnöt, överdragen med mjölkchoklad;SV
33266;Nöt, cashewnöt, överdragen med yoghurt;SV
33267;Bananchips, överdragna med yoghurt;SV
33268;Ananas, torkad, överdragen med yoghurt;SV
33269;Äppelchips;SV
33272;Mellanmålsstång med choklad och flingor, vitaminerad, kellogg´s coco pops rocks;SV
33280;Yoghurt, smaksatt, 2 % fett, laktosfri, 1 ug vitamin d;SV
33284;Yoghurt, naturell, laktosfri, fettfri, 1 ug d-vitamin;SV
33295;Yoghurt, fettfri, a+, låg laktoshalt, naturell, 1 ug d-vitamin;SV
33298;Yoghurt med mysli , a+, låg laktoshalt, fett 3,5 %, 0,9 ug d-vitamin;SV
33304;Sportdryck, koncentrat, dexal heavy, utspädd;SV
33305;Sportdryck, koncentrat, dexal light, utspädd;SV
33317;Sportdryck, koncentrat, dexal light;SV
33319;Importerad vitfisk, tilapia/pangasius/hoki, medelvärde;SV
33320;Importerad vitfisk, tilapia/pangasius/hoki, medelvärde, kokt, utan salt;SV
33323;Sportdryck, koncentrat, dexal heavy;SV
33334;Sportdryck, pro fx zero carb;SV
33337;Importerad vitfisk, tilapia/pangasius/hoki, medelvärde, ugnsstekt, utan salt;SV
33338;Sportdryck, leader carbo energy;SV
33339;Kycklingfilé i honungsmarinad, rå;SV
33342;Kvarg, kvargefterrätt, 4,5 % fett, valio rahkavaahto, laktosfri;SV
33343;Sportdryck, leader protein 40;SV
33357;Kaffe, snabbkaffe, pulver;SV
33360;Sportdryck, kolhydrater och protein, pro fx recovery;SV
33367;Sportdryck, kolhydrater och protein, leader recovery;SV
33372;Sportdryck, kolhydrater och protein, medelvärde av industriella produkter;SV
33375;Sportdryck, kolhydrater, medelvärde av industriella produkter;SV
33376;Sportdryck, protein, medelvärde av industriella produkter;SV
33382;Lax, varmrökt;SV
33395;Potatismospulver, otillrett, rainbow;SV
33396;Potatismospulver, otillrett, pirkka/felix;SV
33397;Potatismospulver, otillrett, eldorado;SV
33403;Måltidsersättning, proteinrik stång, 54 % protein, maxim;SV
33404;Kvarg, bär-/fruktkvarg, fett 3 %, danio;SV
33405;Kvargefterrätt, danio stracciatella, fett 4,4 %;SV
33408;Sik, varmrökt;SV
33409;Regnbågslaxfilé, kallrökt;SV
33410;Yoghurt, smaksatt, 2 % fett;SV
33414;Regnbågslaxfilé, varmrökt;SV
33415;Fisk, varmrökt, medelvärde;SV
33419;Regnbågslaxfilé;SV
33420;Lax, kallrökt;SV
33424;Makrill, rökt;SV
33428;Kaffe, instant, kaffedryck;SV
33432;Sötsak, suffeli chokladvåffla, våffla, toffeefyllning och mjölkchoklad, fazer;SV
33433;Basilika, torkad;SV
33436;Nypon, torkat;SV
33438;Caffe latte, osötad, fettfri mjölk;SV
33439;Caffe latte, osötad, lättmjölk;SV
33441;Cappuccino, osötad, lättmjölk;SV
33442;Caffe latte, osötad, sojadryck;SV
33447;Sötsak, marshmallow;SV
33449;Ost, medelvärde;SV
33456;Spenat;SV
33465;Ost, halloumiost, av getmjölk, 22 % fett;SV
33466;Mjölk, medelvärde, 1 ug vitamin d;SV
33487;Vegetabilisk matfett 70 %, keiju laktosfri, catering, 20 ug vitamin d;SV
33488;Margarin 40 %, keiju lätt laktosfri, catering, 20 ug vitamin d;SV
33489;Margarin 60 %, keiju normal saltad, catering, 20 ug vitamin d;SV
33494;Paprika, röd, konserv;SV
33496;Vegetabilisk matfett 70%, becel gold, 20 ug vitamin d;SV
33499;Sojakross, ljust eller mörkt;SV
33501;Tofu, sojapreparat;SV
33502;Knackkorv, tofu korv;SV
33519;Sötningsmedel, stevia, canderel green pulver;SV
33520;Sötningsmedel, stevia, canderel green tablett;SV
33521;Sötningsmedel, stevia, canderel green stick;SV
33525;Fettpulver, för livsmedelsindustri;SV
33542;Choklad, mörk, 80 %;SV
33549;Äggpulver, för livsmedelsindustri;SV
33550;Äggvitepulver, för livsmedelsindustri;SV
33551;Äggulepulver, för livsmedelsindustri;SV
33553;Kryddsås, sweet and sour sauce, dipsås;SV
33554;Ost, emmentalost, 28 % fett, valio polar;SV
33555;Ost, halvhård ost, 5 % fett, valio polar;SV
33556;Ost, halvhård ost, 15 % fett, valio polar;SV
