FOODID;FOODNAME;LANG
33559;Jordgubbssylt, industriell, socker 46 g/100 g;SV
33568;Salta nötter och torkad frukt, blandning;SV
33569;Nötter, blandning, utan salt;SV
33579;Salta nötter, blandning;SV
33584;Surmjölk, ab-surmjölk, 2 % fett, probiotika;SV
33586;Glass, snickers;SV
33587;Fisk, vägt medelvärde;SV
33596;Havredryck, naturell, medelvärde av industriella produkter;SV
33597;Sojadryck, naturell, medelvärde av industriella produkter;SV
33600;Risdryck, naturell, medelvärde av industriella produkter;SV
33601;Potatismospulver, medelvärde av industriella produkter;SV
33629;Kvarg, medelvärde av industriella produkter;SV
33631;Mjöl, glutenfri mjölblandning, medelvärde av industriella produkter;SV
33632;Pasta, glutenfri, medelvärde av industriella produkter;SV
33638;Såspulver, medelvärde av industriella produkter;SV
33671;Profeel proteindryck, valio, 1 ug vitamin d;SV
33675;Surmjölk, lätt surmjölk 1 % fett, låg laktoshalt, 1 ug vitamin d;SV
33678;Surmjölk, ab-surmjölk, 2 % fett, 1 ug vitamin d, probiotika;SV
33679;Surmjölk, ab-surmjölk, 1,5 % fett, 1 ug vitamin d, probiotika;SV
33681;Surmjölk, aktiivipiimä, 0,4 % fett, låg laktoshalt, 1 ug vitamin d, probiotika;SV
33682;Surmjölk, lätt, 2 %, låg laktoshalt, 1 ug vitamin d;SV
33683;Surmjölk, lätt, 2 % fett;SV
33685;Surmjölk, acidophilus-bifidus, 1,5 % fett, låg laktoshalt, probiotika;SV
33690;Yoghurt, smaksatt, 2,6 % fett, låg laktoshalt, 30 % mindre socker;SV
33695;Yoghurt, smaksatt, ab, låg laktoshalt, 2,7 % fett, probiotika;SV
33696;Yoghurt, smaksatt, ab, 3,3 % fett, probiotika;SV
33697;Yoghurt, naturell, ab, 2,5 % fett, probiotika;SV
33698;Yoghurt, naturell, ab, 0,2 % fett, probiotika;SV
33700;Yoghurt, smaksatt, ab, fettfri, probiotika;SV
33703;Yoghurt, drickbar, 0,9 % fett, probiotika;SV
33714;Yoghurt, smaksatt, a+, laktosfri, fett 3,2 %, 1 ug vitamin d;SV
33725;Yoghurt, smaksatt, reducol, 2 % fett, låg laktoshalt, växtsterol, -stanol, prob.;SV
33726;Vegetabilisk matfett 70%, medelvärde av industriella produkter;SV
33727;Yoghurt, reducol, 2,5 % fett, låg laktoshalt, växtsterol och -stanol, prob.;SV
33728;Fil, 1,5 % fett, laktosfri;SV
33729;Surmjölk, vanilj, 0,4 % fett, låg laktoshalt, 0,9 ug vitamin d, probiotika;SV
33739;Mjölk, helmjölk, 4,4 % fett, utan tillsatt vitamin d, ohomogeniserad;SV
33757;Juice, apelsinjuice, 60 mg vitamin c;SV
33758;Skinkpålägg, låg fetthalt, 2 % fett;SV
33760;Yoghurt, smaksatt, 2 % fett, låg laktoshålt, a+, 1 ug vitamin d;SV
33790;Mjölk, lättmjölk, laktosfri, 2 ug vitamin d, valio eila;SV
33791;Mjölk, fettfri, laktosfri, 2 ug vitamin d, valio eila;SV
33792;Mjölk, helmjölk, 3 % fett, laktosfri, 2 ug vitamin d, valio eila;SV
33845;Medvurst/salami, 22 %;SV
33852;Surmjölk, fettfri, valio eila, 2 ug vitamin d;SV
33872;Bröstmjölk;SV
33882;Margarin, flora kulta, 80 %;SV
33884;Juice, ananas-morot, kalcium, vitamin c och d, probiotika, valio gefilus;SV
33885;Kvarg, bär-/fruktkvarg, profeel protein kvarg, laktosfri;SV
33889;Choklad, mjölkchoklad med hasselnötter;SV
33899;Maizena express avredning;SV
33900;Havredryck utan mjölk, oatly choklad, kalcium och vitaminer, 09/2012;SV
33901;Havredryck utan mjölk, oatly, kalcium och vitaminer, 09/2012;SV
33907;Vassledryck, gefilus, låg laktoshalt, vitaminer, probiotika;SV
33908;Saft, gefilus, apelsin-persika, fiber, vitamin c och d, probiotika;SV
33909;Juice, tillsatt c- och d-vitamin, probiotika, valio gefilus;SV
33910;Yoghurt, drickbar, actimel, fett 1,5 %, 0,75 ug vitamin d, probiotika;SV
33924;Grädde, valio jordgubbe/choklad, laktosfri;SV
33925;Quorn, file, färs, bitar;SV
33927;Pålägg av helt kött, kalkonpålägg;SV
33928;Äppelmos, sockrad;SV
34079;Grötflingor, fiberrika, nalle;SV
34110;Maizena redning, brun/ljus;SV
34127;Mjölk, lättmjölk, 2 ug tillsatt vitamin d, valio plus;SV
34136;Havstång, nori, torkat;SV
34137;Havstång, wakame, torkat;SV
34140;Kokosolja;SV
34159;Rucola, ruccola, senapskål;SV
34180;Kycklingben, med skinn, rå;SV
34183;Nötkött, sortiment e, såskött, rå;SV
34184;Rypsgris, griskött strimlat;SV
34185;Korngris, strimlad;SV
34187;Nötkött, innerfilé;SV
34188;Griskött, ytterfilé;SV
34189;Griskött, sortiment 0, såskött, rå;SV
34190;Griskassler, biff/stek, rå;SV
34201;Nötkött, låg fetthalt, medelvärde;SV
34228;Spenat, djupfryst;SV
34229;Ärter, gröna, djupfrysta;SV
34230;Vild rucola, sandsenap;SV
34231;Issallat;SV
34232;Cikoria, röd;SV
34233;Romansallat;SV
34234;Rödlök;SV
34235;Rättika;SV
34236;Ärtskott;SV
34237;Vårsallat, vårklynne;SV
34238;Koriander, färsk;SV
34239;Skogsriska;SV
34240;Trattkantarell;SV
34241;Skäggriska;SV
34242;Mjöl, vetemjöl, bageriindustrin v600;SV
34243;Bondbönor, färsk;SV
34244;Sockerärt, färsk;SV
34245;Sesamfrön, vit, utan skal;SV
34246;Mjöl, rågmjöl, fullkorns r800;SV
34247;Mjöl, rågmjöl, fullkorns r1000;SV
34248;Mjöl, kornmjöl, fullkorns;SV
34249;Mjöl, specialvetemjöl;SV
34252;Sik, odlad;SV
34253;Sill, inlagd, i klar lag;SV
34254;Havstång, kombu, torkat;SV
34255;Lax, odlad;SV
34256;Regnbågslax, odlad;SV
34261;Yoghurt, smaksatt, 2,7 % fett;SV
34276;Saftdryck, 40 % mindre socker, sötad med stevia, valio grandi;SV
34361;Mango skalad;SV
34585;Skyr, naturell, <0,5 % fett;SV
34586;Skyr, sötad med socker, <0,5 % fett;SV
34587;Skyr, syntetiskt sötad, <0,5 % fett;SV
34588;Skyr, syntetiskt sötad, 2% fett;SV
34589;Skyr, sötad med socker och stevia, <0,5 % fett;SV
34590;Kvarg, kvargyoghurt, naturell, 0,9 % fett;SV
34591;Gräddkvarg, 7 % fett;SV
34592;Kvarg, naturell, 2,3 % fett, låg laktoshalt;SV
34593;Skyr, naturell, 4% fett;SV
34594;Kvarg, fett 8,8 %, mintchoklad, valio, laktosfri;SV
34595;Kvarg, smaksatt, 7 % fett, låg laktoshalt;SV
34596;Kvarg, bär-/fruktkvarg, profeel protein kvarg med sylt, laktosfri;SV
34597;Kvarg, bär-/fruktkvarg, profeel protein kvarg, syntetiskt sötad, laktosfri;SV
34598;Kvarg, drickbar kvarg;SV
34600;Kvarg, smaksatt, 4,5 % fett;SV
34601;Kvarg, bär-/fruktkvarg, arla protein kvarg, laktosfri;SV
34602;Kvarg, naturell, 0,3 % fett, 12 % protein, laktosfri;SV
34603;Yoghurt, smaksatt, 4,6 % fett, valio sileä, 1 ug vitamin d, låg laktoshalt;SV
34605;Yoghurt, smaksatt, valio a+ kreikkalainen kerrosjogurtti, 2 % fett, laktosfri;SV
34606;Yoghurt, drickbar, 1,7 % fett, valio play, laktosfri, 1,5 ug vitamin d;SV
34607;Yoghurt med kvarg, smaksatt, valio, 1,7 % fett, låg laktoshalt;SV
34608;Yoghurt, drickbar, valio yoghurt med kvarg, fett 1,2 %, 1 ug vitamin d;SV
34609;Yoghurt, smaksatt, valio olo 70, 0,8 % fett, 1ug vitamin d, probiotika;SV
34611;Yoghurt, naturell, grekisk, 7 % fett, laktosfri;SV
34612;Mellanmålsdryck, gefilus dryck, fettfri, laktosfri, d-vit, probiotika;SV
34613;Yoghurt, drickbar, gefilus smoothie, 1,4 % fett, laktosfri, 1 ug vitamin d;SV
34614;Mellanmålsdryck, gefilus kefir, 2 % fett, laktosfri, 1 ug vitamin d, probiotika;SV
34615;Mellanmålsdryck, gefilus kefir, naturell, laktosfri, 2,5 % fett, 1 ug vitamin d;SV
34616;Yoghurt, smaksatt, 2,7 % fett, gefilus kefir, laktosfri, 1,5ug vitamin d, prob.;SV
34618;Yoghurt, drickbar, 2 % fett, valio grekisk, laktosfri, 1 ug vitamin d;SV
34619;Yoghurt, smaksatt, valio grekisk, 4,7 % fett, laktosfri;SV
34620;Yoghurt, smaksatt, valio grekisk, 6 % fett, laktosfri;SV
34621;Yoghurt, smaksatt, 3,3 % fett, valio fruktig, laktosfri, probiotika;SV
34625;Yoghurt, smaksatt, 2 % fett, -30% socker, ekologisk, laktosfri;SV
34626;Yoghurt, smaksatt, 2 % fett, -50% socker, ekologisk, laktosfri;SV
34630;Yoghurt, naturell, a+, 2,5 % fett, laktosfri, 1 ug vitamin d;SV
34631;Yoghurt, smaksatt, a+ utan tillsatsämne, 3 % fett, laktosfri;SV
34634;Yoghurt, naturell, a+ grekisk, 2 % fett, laktosfri;SV
34635;Yoghurt, turkisk/grekisk, 10 % fett, laktosfri;SV
34636;Yoghurt, naturell, 2,5 % fett, ekologisk, laktosfri;SV
34637;Yoghurt med kvarg, smaksatt, arla ihana, 1,4 % fett, 0,4 ug vitamin d, laktosfri;SV
34638;Yoghurt, naturell, ekologisk, 3 % fett;SV
34639;Yoghurt, smaksatt, 2 % fett, arla luonto+ honug, 1ug vitamin d, prob., laktosfri;SV
34640;Yoghurt, smaksatt, 2 % fett, arla luonto+, 1 ug vitamin d, ab, laktosfri;SV
34641;Yoghurt, smaksatt, 1,9 % fett, arla luonto+, 0,8 ug vitamin d, prob, laktosfri;SV
34642;Yoghurt med kvarg, smaksatt, luonto+, 1,2% fett, ab, 0,5ug vitamin d, laktosfri;SV
34643;Yoghurt med kvarg, naturell, arla luonto+, 1,4% fett, 0,6ug vit d, ab, laktosfri;SV
34644;Yoghurt, smaksatt, luonto+, fettfri, 1 ug vitamin d, ab, laktosfri;SV
34645;Yoghurt, smaksatt, fettfri, låg laktoshalt;SV
34646;Yoghurt, smaksatt, arla protein, 1 % fett, laktosfri;SV
34647;Yoghurt, naturell, arla protein, 1 % fett, laktosfri;SV
34648;Yoghurt, smaksatt, arla protein yoghurt med granola, fett 4 %, laktosfri;SV
34649;Kvarg, smaksatt, fettfri, syntetiskt sötad, laktosfri;SV
34650;Yoghurt, drickbar, fettfri, syntetiskt sötad;SV
34651;Ägg, utan skal, ekologisk;SV
34652;Yoghurt, smaksatt, activia lätt, fettfri, delvis syntetisk sötad, probiotika;SV
34653;Yoghurt, drickbar, danup drink, 0,8 % fett;SV
34654;Kvarg, smaksatt, 4 % fett;SV
34655;Kvarg, smaksatt, fettfri, protein kvarg, låg laktoshalt;SV
34656;Yoghurt, naturell, 4 % fett, laktosfri, probiotika;SV
34657;Yoghurt, smaksatt, 2 % fett, laktosfri;SV
34658;Yoghurt, smaksatt , 3,5 % fett, probiotika;SV
34659;Yoghurt, smaksatt, 2 % fett, ab, låg laktoshalt;SV
34668;Fröblandning;SV
34679;Yoghurt, smaksatt, fettfri, låg laktoshalt, 1 ug vitamin d;SV
34680;Passionsfrukt;SV
34688;Kokosvatten, osötad;SV
34694;Papaya, skalad;SV
34713;Makaroner, fullkornsvete;SV
34716;Mjölk, helmjölk, 3 % fett, laktosfri, utan tillsatt vitamin d;SV
34738;Mandeldryck, osötad, alpro;SV
34743;Bondbönor, torr, bondbönskross;SV
34752;Färskost, mascarpone, 38 % fett;SV
34762;Färskost, 15 % fett, naturell, laktosfri;SV
34764;Färskost, 25 % fett, naturell, laktosfri;SV
34765;Färskost, 20 % fett, naturell;SV
34786;Yoghurt, dryckbar, benecol aurinkoinen, 2,1 % fett, stanoler;SV
34790;Yoghurt, dryckbar, benecol, 2,1 % fett, stanoler;SV
34794;Sojamellanmål, drickbar, benecol, 2,9 % fett, med växtstanol;SV
34797;Sötsak, salmiakpastill, sockerfri;SV
34802;Sötningsmedel, hermesetas gold, sackarin, aspartam och cyclamat;SV
34805;Sötningsmedel, hermesetas liquid, sackarin och cyclamat;SV
34831;Chokladkonfekt med chokladfyllning;SV
34835;Juice, lingonjuice, utan socker;SV
34839;Sojadryck, alpro soya vanilla, kalcium och vitaminer;SV
34841;Ost, halvhård ost, 15 % fett, låg salthalt, valio polar;SV
34844;Mandeldryck, sötad, alpro;SV
34845;Kokosdryck, vitaminerad;SV
34846;Hasselnötdryck, vitaminerad;SV
34848;Skarpsill, färsk;SV
34862;Mjölk, fettfri, 1 ug vitamin d, valio profeel voimamaitojuoma, laktosfri;SV
34872;Nötter, blandning, utan salt, rostade;SV
34876;Havredryck utan mjölk, oatly ikaffe, kalcium och vitaminer;SV
34893;Härkis, bondbönprodukt;SV
34902;Mifu, laktosfri mjölkproteinprodukt;SV
34905;Ris-kornblandning;SV
34907;Ris-rågblandning;SV
34909;Pulled havre;SV
34914;Matfettsblandning 60 % fett, benecol voi  & rypsi;SV
34924;Matfettsblandning 70%, flora & voi, normalsaltad;SV
34927;Vegetailisk matfett 39 %, lätta original;SV
34932;Matfettsblandning 70%, creme bonjour voi & rypsiöljy, normalsaltad;SV
34942;Vegetabilisk matfett 75  %, keiju rypsi;SV
34944;Vegetabilisk matfett 55  %, keiju rypsi;SV
34948;Margarin 60%, keiju alentaja;SV
34964;Matfettsblandning 75 %, normalsaltad, laktosfri, ingmariini;SV
34966;Matfettsblandning 72 %, normalsaltad, låg laktoshalt, bredbar, oivariini;SV
34970;Fettblandning 40%, oivariini lätt, låg laktoshalt;SV
34971;Havrekross, kaurakuitunen;SV
34972;Oliv, medelvärde, utan kärna, i saltlag, grön;SV
34974;Sojamellanmål, alpro go on, syrat, naturell, 3,6 % fett;SV
34975;Sojamellanmål, alpro go on, syrat, smaksatt, 2,9 % fett;SV
34980;Ost, emmentalost, 2 % fett, valio polar;SV
34983;Vassleprotein, koncentrat;SV
34984;Kakaodryck, valio play, laktosfri;SV
34985;Kaffedryck, kalt, kaffe med mjölk, vitamin d, laktosfri;SV
34986;Iskaffe, mjölkbaserad kaffedryck, 1,8 % fett, laktosfri;SV
34988;Mineralvatten med juice;SV
34989;Vitaminvatten, vitamin well, fruktos;SV
34990;Måltidsersättning, vassleproteinpulver, 74 % protein;SV
34991;Måltidsersättning, vassleproteinpulver, 85 % protein;SV
34992;Måltidsersättning, proteinrik stång, medelvärde, ca 20 % protein;SV
34996;Måltidsersättning, sojaproteinpulver, ca. 80 % protein;SV
34997;Måltidsersättning, vassleproteinpulver, ca 90 % protein;SV
34998;Profeel proteindryck, sockerfri, valio, 1 ug vitamin d;SV
34999;Sportdryck, återhämtningsdryck, gainomax;SV
35000;Sportdryck, proteindryck, protein shake, fast;SV
35001;Smör laktosfri, låg salthalt;SV
35002;Sportdryck, protein, protein smoothie, fast;SV
35003;Måltidsersättning, vassleproteinpulver, profeel, 44 % protein;SV
35004;Sportdryck, protein, protein shake, 1,6 % fett;SV
35005;Mellanmålsstång, dadelstång med nötter, bare bar;SV
35006;Vegetabilisk oljeprodukt 70 %, flytande;SV
35007;Måltidsersättning, proteinrik stång, ca 30 % protein, fiber;SV
35008;Margarin 60 %, rainbow/pirkka/x-tra, laktosfri;SV
35009;Margarin 60 %, pirkka, hög salthalt;SV
35011;Måltidsersättning, energi stång, vitaminer, medelvärde;SV
35012;Måltidsersättning, proteinrik stång, medelvärde, ca 40 % protein;SV
35013;Måltidsersättning, vassleproteinpulver, ca 40 % protein;SV
