FOODID;FOODNAME;LANG
33154;Kala, tuoresuolattu;FI
33158;Välipalapatukka, suklaa-muropatukka, kellogg´s special k chocolate, täydennetty;FI
33159;Välipalapatukka, muropatukka, kellogg´s rice krispies cereal & milk, täydennetty;FI
33160;Kaurajuoma, elovena välipalajuoma aurinkoinen, 2,9 % rasvaa;FI
33161;Kaurajuoma, elovena välipalajuoma metsämarja, 0,5% rasvaa;FI
33162;Jogurtti, maustamaton, rasvaa 2,5 %;FI
33163;Kaurajuoma, elovena välipalajuoma hedelmäinen, 0,5% rasvaa;FI
33164;Maito, täysmaito, vl, ei lisätty d-vitamiinia;FI
33168;Juusto, polar 10 % rasvaa, valio;FI
33169;Kaurajuoma, nalle vaniljakaurajuoma, lisätty kalsiumia ja d-vitamiinia;FI
33170;Pangasius, haimonni, filee, tuontikala;FI
33171;Hoki, hokikala, tuontikala;FI
33174;Jauheliha, sika-nauta, kevyt, vähärasvainen, rasvaa 10 %;FI
33179;Rahka, maitorahka, maustamaton, rasvaa 0,3 %, laktoositon;FI
33189;Rahka, maustettu, rasvaa 7 %, makea, laktoositon;FI
33197;Jogurtti, maustettu, rasvaton, vl, d-vit 0,5 ug, osittain keinotek. makeutettu;FI
33198;Jogurtti, maustettu, rasvaton, keinotekoisesti makeutettu;FI
33200;Viili, maustettu, rasvaa 1 %, laktoositon;FI
33201;Viili, maustamaton, rasvaa 1 %, laktoositon;FI
33211;Tilapia, tuontikala;FI
33221;Jogurtti, maustettu, rasvaa 1 %, laktoositon;FI
33226;Jogurtti, maustettu, rasvaton, vl, a-, e- ja d-vitamiineja, kuitua;FI
33251;Tilapia, uunissa;FI
33264;Viili, kerrosviili, rasvaa 1 %, laktoositon, osittain keinotekoisesti makeutettu;FI
33265;Pähkinä, cashewpähkinä, suklaakuorrutus;FI
33266;Pähkinä, cashewpähkinä, jogurttikuorrutus;FI
33267;Banaanilastu, kuivattu banaani, jogurttikuorrutus;FI
33268;Ananas, kuivattu, jogurttikuorrutus;FI
33269;Omenalastu;FI
33272;Välipalapatukka, suklaa-muropatukka, kellogg´s coco pops rocks, täydennetty;FI
33280;Jogurtti, maustettu, rasvaa 2 %, laktoositon, d-vit 1 ug;FI
33284;Jogurtti, maustamaton, rasvaton, laktoositon, d-vit 1 ug;FI
33295;Jogurtti, maustamaton, a+, rasvaton, vl, d-vit 1 ug;FI
33298;Jogurtti, luonnonjogurtti ja marjamysli, a+, rasvaa 3,5 %, vl, d-vit 0,9 ug;FI
33304;Urheilujuomatiiviste, hiilihydraattijuoma, dexal heavy, laimennettu;FI
33305;Urheilujuomatiiviste, hiilihydraattijuoma, dexal light, laimennettu;FI
33317;Urheilujuomatiiviste, hiilihydraattijuoma, dexal light;FI
33319;Tuontikala, vaalea, pangasius/tilapia/hoki, keskiarvo;FI
33320;Tuontikala, vaalea, pangasius/tilapia/hoki, keskiarvo, keitetty, ei suolaa;FI
33323;Urheilujuomatiiviste, hiilihydraattijuoma, dexal heavy;FI
33334;Urheilujuoma, proteiinijuoma, pro fx zero carb;FI
33337;Tuontikala, vaalea, pangasius/tilapia/hoki, keskiarvo, uunissa, ei suolaa;FI
33338;Urheilujuoma, hiilihydraattijuoma, leader carbo energy;FI
33339;Broilerifilee, hunajamarinadi, raaka;FI
33342;Rahka, maustettu, rasvaa 4,5 %, valio rahkavaahto, laktoositon;FI
33343;Urheilujuoma, proteiinijuoma, leader protein 40;FI
33357;Kahvi, murukahvi, pikakahvi, valmistamaton;FI
33360;Urheilujuoma, proteiini-hiilihydraattijuoma, pro fx recovery;FI
33367;Urheilujuoma, proteiini-hiilihydraattijuoma, leader recovery;FI
33372;Urheilujuoma, proteiini-hiilihydraattijuoma, tuotekeskiarvo;FI
33375;Urheilujuoma, hiilihydraattijuoma, tuotekeskiarvo;FI
33376;Urheilujuoma, proteiinijuoma, tuotekeskiarvo;FI
33382;Lohi, lämminsavustettu;FI
33395;Perunasosejauhe, valmistamaton, rainbow;FI
33396;Perunasosejauhe, valmistamaton, pirkka/felix;FI
33397;Perunasosejauhe, valmistamaton, eldorado;FI
33403;Ateriankorvike, proteiinipatukka, 54 % proteiinia, maxim;FI
33404;Rahka, maustettu, danio, rasvaa 3 %;FI
33405;Rahka, maustettu, danio stracciatella, rasvaa 4,4 %;FI
33408;Siika, lämminsavustettu;FI
33409;Kirjolohifilee, kylmäsavustettu;FI
33410;Jogurtti, maustettu, rasvaa 2 %;FI
33414;Kirjolohifilee, lämminsavustettu;FI
33415;Kala, lämminsavustettu, keskiarvo;FI
33419;Kirjolohifilee;FI
33420;Lohifilee, kylmäsavustettu;FI
33424;Makrilli, savustettu;FI
33428;Kahvi, kahvijuoma, murukahvi, pikakahvi, keitetty;FI
33432;Makeinen, vohvelia ja suklaata, suffeli, fazer;FI
33433;Basilika, kuivattu;FI
33436;Ruusunmarja, kuivattu;FI
33438;Kahvi, caffe latte, makeuttamaton, rasvaton maito;FI
33439;Kahvi, caffe latte, makeuttamaton, kevytmaito;FI
33441;Kahvi, cappuccino, makeuttamaton, kevytmaito;FI
33442;Kahvi, caffe latte, makeuttamaton, soijajuoma;FI
33447;Makeinen, vaahtokarkki, vaahtokaramelli;FI
33449;Juusto, tuotekeskiarvo;FI
33456;Pinaatti;FI
33465;Juusto, halloumijuusto, vuohenmaito, rasvaa 22 %;FI
33466;Maito, keskiarvo, d-vitamiinia 1 ug;FI
33487;Kasvirasvalevite 70%, keiju laktoositon, catering, d-vit 20 ug;FI
33488;Margariini 40%, keiju kevyt laktoositon, catering, d-vit 20 ug;FI
33489;Margariini 60%, keiju normaalisuolainen, catering, d-vit 20 ug;FI
33494;Paprika, punainen, säilyke;FI
33496;Kasvirasvalevite 70%, becel gold, d-vit 20 ug;FI
33499;Soijarouhe, vaalea tai tumma;FI
33501;Tofu, soijavalmiste;FI
33502;Nakki, soijanakki;FI
33519;Makeutusaine, stevia, canderel green -jauhe;FI
33520;Makeutusaine, stevia, canderel green -puriste;FI
33521;Makeutusaine, stevia, canderel green -stick;FI
33525;Rasvajauhe, elintarviketeollisuuden raaka-aine;FI
33542;Suklaa, tumma, 80 %;FI
33549;Kananmunajauhe, elintarviketeollisuuden raaka-aine;FI
33550;Valkuaisjauhe, elintarviketeollisuuden raaka-aine;FI
33551;Keltuaisjauhe, elintarviketeollisuuden raaka-aine;FI
33553;Maustekastike, hapanimelä, dippikastike;FI
33554;Juusto, polar täyteläinen, 28 % rasvaa, valio;FI
33555;Juusto, polar 5 % rasvaa, valio;FI
33556;Juusto, polar 15 % rasvaa, valio;FI
33559;Mansikkahillo, teollinen, sokeria 46 %;FI
33568;Pähkinä-hedelmä-sekoitus;FI
33569;Pähkinäsekoitus, suolaton;FI
33579;Pähkinäsekoitus, suolattu;FI
33584;Piimä, ab-piimä, rasvaa 2 %, probiootteja;FI
33586;Jäätelö, snickers;FI
33587;Kala, painotettu keskiarvo;FI
33596;Kaurajuoma, maustamaton, tuotekeskiarvo;FI
33597;Soijajuoma, maustamaton, tuotekeskiarvo;FI
33600;Riisijuoma, maustamaton, tuotekeskiarvo;FI
33601;Perunasosejauhe, valmistamaton, tuotekeskiarvo;FI
33629;Rahka, jälkiruoka/välipala, teollinen, tuotekeskiarvo;FI
33631;Jauho, jauhoseos, gluteeniton, tuotekeskiarvo;FI
33632;Pasta, gluteeniton, tuotekeskiarvo;FI
33638;Kastikejauhe, kastikeainekset, teollinen, tuotekeskiarvo;FI
33671;Profeel proteiinijuoma, valio, d-vitamiinia 1 ug;FI
33675;Piimä, kevytpiimä, 1% rasvaa, vl, d-vit 1ug;FI
33678;Piimä, ab-piimä, rasvaa 2 %, d-vit 1 ug, probiootteja;FI
33679;Piimä, ab-piimä, rasvaa 1,5 %, d-vit 1 ug, probiootteja;FI
33681;Piimä, aktiivipiimä, rasvaa 0,4 %, vl, d-vit 1 ug, probiootteja;FI
33682;Piimä, kevytpiimä, 2% rasvaa, vl, d-vit 1 ug;FI
33683;Piimä, kevytpiimä, 2% rasvaa;FI
33685;Piimä, asidofilus-bifidus, rasvaa 1,5 %, vl, probiootteja;FI
33690;Jogurtti, maustettu, jugupala, rasvaa 2,6 %, vl, -30% sokeria;FI
33695;Jogurtti, maustettu, ab, rasvaa 2,7 %, vl, probiootteja;FI
33696;Jogurtti, ab-kerrosluonnonjogurtti, rasvaa 3,3 %, probiootteja;FI
33697;Jogurtti, maustamaton, ab, rasvaa 2,5 %, probiootteja;FI
33698;Jogurtti, maustamaton, ab, rasvaton, probiootteja;FI
33700;Jogurtti, maustettu, ab, rasvaton, probiootteja;FI
33703;Jogurtti, juotava, jogurttijuoma, rasvaa 0,9%, probiootteja;FI
33714;Jogurtti, maustettu, a+, rasvaa 3,2 %, laktoositon, d-vit 1 ug;FI
33725;Jogurtti, maustettu, reducol, rasvaa 2 %, vl, kasvisteroli ja -stanoli, prob.;FI
33726;Kasvirasvalevite 70%, teollinen tuotekeskiarvo;FI
33727;Jogurtti, maustamaton, reducol, rasvaa 2,5%, vl, kasvisteroli ja -stanoli, prob.;FI
33728;Viili, maustamaton, rasvaa 1,5 %, laktoositon;FI
33729;Piimä, aktiivipiimä vanilja, rasvaa 0,4 %, vl, d-vit 0,9 ug, probiootteja;FI
33739;Maito, täysmaito, rasvaa 4,4 %, ei lisätty d-vitamiinia, homogenoimaton;FI
33757;Täysmehu, appelsiinitäysmehu, c-vitamiinia 60 mg;FI
33758;Kokolihaleikkele, kinkkuleikkele, vähärasvainen, rasvaa 2 %;FI
33760;Jogurtti, maustettu, a+ vilja, rasvaa 2 %, vl, d-vit 1 ug;FI
33790;Maito, kevytmaito, laktoositon maitojuoma, valio eila, d-vitamiinia 2 ug;FI
33791;Maito, rasvaton, laktoositon maitojuoma, valio eila, d-vitamiinia 2 ug;FI
33792;Maito, täysmaito, rasvaa 3 %, laktoositon maitojuoma, eila, d-vitamiinia 2 ug;FI
33845;Meetvursti tai salami, kevyt rasvaa, 22 %;FI
33852;Piimä, rasvaton, valio eila laktoositon, d-vit 2 ug;FI
33872;Äidinmaito, rintamaito;FI
33882;Margariini 80 %, flora kulta;FI
33884;Mehu, gefilus ananas-porkkana + kalsium, c- ja d-vit, prob, 09/12 alkaen;FI
33885;Rahka, maustettu, profeel proteiinirahka, laktoositon;FI
33889;Suklaa, pähkinäsuklaa, maitosuklaata ja hasselpähkinää;FI
33899;Maizena pikasuuruste;FI
33900;Kaurajuoma, oatly suklaa, lisätty kalsiumia ja vitamiineja, alkaen 09/12;FI
33901;Kaurajuoma, oatly, lisätty kalsiumia ja vitamiineja, alkaen 09/12;FI
33907;Mehu, herajuoma, gefilus, vl, vitamiineja, probiootteja, 09/12 alkaen;FI
33908;Mehu, gefilus appelsiini-persikka + kuitu, c- ja d-vitamiineja, prob, alk 09/12;FI
33909;Mehu, gefilus, c- ja d-vitamiineja, probiootteja;FI
33910;Jogurtti, juotava, actimel, rasvaa 1,5 %, d-vit 0,75 ug, prob;FI
33924;Kerma, valio vaahtoutuva mansikka-/suklaakerma, laktoositon;FI
33925;Quorn, fileet, kuutiot, rouhe;FI
33927;Kokolihaleikkele, kalkkunaleikkele;FI
33928;Omenasose, sokeroitu;FI
34079;Nalle kuitupuuroseos, hiutale;FI
34110;Maizena suuruste ruskea/vaalea;FI
34127;Maito, kevytmaito, valio plus, d-vitamiinia 2 ug;FI
34136;Merilevä, nori, kuivattu;FI
34137;Merilevä, wakame, kuivattu;FI
34140;Kookosöljy;FI
34159;Rukola, rucola, sinappikaali;FI
34180;Broileri, koipi nahkoineen, raaka;FI
34183;Naudanliha e-lajitelma, naudan kastikeliha, raaka;FI
34184;Rypsiporsas, lihasuikale;FI
34185;Viljaporsas, lihasuikale;FI
34187;Naudanfilee, sisäfilee;FI
34188;Porsaanfilee, ulkofilee;FI
34189;Sianliha, 0-lajitelma, sian kastikeliha, raaka;FI
34190;Kasslerpihvi/-paisti, raaka;FI
34201;Naudanliha, vähärasvainen, keskiarvo;FI
34228;Pinaatti, pakaste;FI
34229;Herne, vihreä, pakaste;FI
34230;Villirucola, pikkuhietasinappi;FI
34231;Jääsalaatti;FI
34232;Punasalaatti, punasikuri;FI
34233;Roomansalaatti, sidesalaatti;FI
34234;Sipuli, punasipuli;FI
34235;Valkoretikka;FI
34236;Herneenverso;FI
34237;Vuonankaali;FI
34238;Korianteri, tuore;FI
34239;Haaparousku;FI
34240;Suppilovahvero;FI
34241;Karvarousku;FI
34242;Jauho, leivontavehnäjauho v600;FI
34243;Papu, härkäpapu, tuore;FI
34244;Herne, sokeriherne, tuore;FI
34245;Seesaminsiemen, valkoinen, kokonainen, kuorittu;FI
34246;Jauho, täysjyväruisjauho r800;FI
34247;Jauho, täysjyväruisjauho r1000;FI
34248;Jauho, täysjyväohrajauho;FI
34249;Jauho, erikoisvehnäjauho, vähittäiskauppa;FI
34252;Siika, kasvatettu;FI
34253;Silli, säilyke, kirkaslieminen;FI
34254;Merilevä, kombu, kuivattu;FI
34255;Lohi, kasvatettu;FI
34256;Kirjolohi, kasvatettu;FI
34261;Jogurtti, maustettu, jugupala, rasvaa 2,7%;FI
34276;Mehu, mehujuoma, 40 % vähemmän sokeria, stevialla makeutettu, valio grandi;FI
34361;Mango, kuorittu;FI
34585;Skyr, maustamaton, rasvaa <0,5 %;FI
34586;Skyr, makeutettu sokerilla, rasvaa <0,5 %;FI
34587;Skyr, keinotekoisesti makeutettu, rasvaa <0,5 %;FI
34588;Skyr, keinotekoisesti makeutettu, rasvaa 2 %;FI
34589;Skyr, makeutettu sokerilla ja stevialla, rasvaa <0,5 %;FI
34590;Rahka, rahkajogurtti, maustamaton, rasvaa 0,9 %;FI
34591;Rahka, maustamaton, kermarahka, rasvaa 10 %;FI
34592;Rahka, maitorahka, maustamaton, rasvaa 2,3 %, vl;FI
34593;Skyr, maustamaton, rasvaa 4 %;FI
34594;Rahka, maustettu, rasvaa 8,8 %, minttu-suklaa, valio, laktoositon;FI
34595;Rahka, maustettu, rasvaa 7 %, vl;FI
34596;Rahka, maustettu, profeel proteiinikerrosrahka, laktoositon;FI
34597;Rahka, maustettu, profeel proteiinirahka, keinotek. makeutettu, laktoositon;FI
34598;Rahkajuoma;FI
34600;Rahka, maustettu, rasvaa 4,5 %;FI
34601;Rahka, maustettu, arla protein proteiinirahka, laktoositon;FI
34602;Rahka, maitorahka, maustamaton, rasvaa 0,3 %, proteiinia 12 %, laktoositon;FI
34603;Jogurtti, maustettu, valio sileä, rasvaa 4,6 %, d-vitamiinia 1 ug, vl;FI
34605;Jogurtti, a+ kreikkalainen kerrosjogurtti, valio, rasvaa 2 %, laktoositon;FI
34606;Jogurtti, juotava, rasvaa 1,7 %, valio play, laktoositon, d-vit 1,5 ug;FI
34607;Jogurtti, maustettu, rahkainen jogurtti, valio, rasvaa 1,7 %, vl;FI
34608;Jogurtti, juotava, valiojogurtti rahkainen, rasvaa 1,2 %, vl, d-vit 1 ug;FI
34609;Jogurtti, maustettu, valio olo 70, rasvaa 0,8%, laktoositon, d-vit 1 ug, prob.;FI
34611;Jogurtti, maustamaton, kreikkalainen, rasvaa 7 %, laktoositon;FI
34612;Välipalajuoma, gefilus tehoshot, rasvaton, laktoositon, d-vit. 1,5 ug, prob.;FI
34613;Jogurtti, juotava, gefilus smoothie, rasvaa 1,4 %, laktoositon, d-vit. 1,5 ug;FI
34614;Välipalajuoma, gefilus kefir, rasvaa 2 %, laktoositon, d-vit 1 ug, probiootteja;FI
34615;Välipalajuoma, gefilus kefir, maustamaton, rasvaa 2,5 %, eila, d-vit 1ug , prob.;FI
34616;Jogurtti, maustettu, rasvaa 2,7%, gefilus kefir, laktoosit., d-vit 1,5 ug, prob.;FI
34618;Jogurtti, juotava, rasvaa 2 %, valio kreikkalainen, laktoositon, d-vit 1 ug;FI
34619;Jogurtti, maustettu, valio kreikkalainen, rasvaa 4,7 %, laktoositon;FI
34620;Jogurtti, maustettu, valio kreikkalainen, rasvaa 6 %, laktoositon;FI
34621;Jogurtti, maustettu, rasvaa 3,3%, valio hedelmäinen, laktoositon, probiootteja;FI
34625;Jogurtti, maustettu, rasvaa 2 %, -30% sokeria, luomu, laktoositon;FI
34626;Jogurtti, maustettu, rasvaa 2 %, -50% sokeria, luomu, laktoositon;FI
34630;Jogurtti, maustamaton, a+, rasvaa 2,5 %, laktoositon, d-vit 1 ug;FI
34631;Jogurtti, maustettu, a+ lisäaineeton jogurtti, rasvaa 3 %, laktoositon;FI
34634;Jogurtti, maustamaton, a+ kreikkalainen, rasvaa 2 %, laktoositon;FI
34635;Jogurtti, turkkilainen/kreikkalainen, rasvaa 10 %, laktoositon;FI
34636;Jogurtti, maustamaton, rasvaa 2,5 %, luomu, laktoositon;FI
34637;Jogurtti, ihana rahkaisa jogurtti, arla, rasvaa 1,4%, 0,4 ug d-vit., laktoositon;FI
34638;Jogurtti, maustamaton, luomu, rasvaa 3 %;FI
34639;Jogurtti, maustettu, rasvaa 2%, arla luonto+ hunaja, d-vit 1ug, prob, laktoosit.;FI
34640;Jogurtti, maustettu, rasvaa 2 %, arla luonto+, d-vit 1 ug, ab, laktoositon;FI
34641;Jogurtti, maustettu, rasvaa 1,9%, arla luonto+, 0,8ug d-vit., prob., laktoositon;FI
34642;Jogurtti, luonto+ rahkajogurtti, arla, rasvaa 1,2%, ab, 0,5 ug d-vit, laktoosit.;FI
34643;Jogurtti, maustamaton, luonto+ rahka-, rasvaa 1,4%, 0,6 ug d-vit, ab, laktoosit.;FI
34644;Jogurtti, maustettu, luonto+, rasvaton, d-vit 1 ug, ab, laktoositon;FI
34645;Jogurtti, maustettu, rasvaton, vl;FI
34646;Jogurtti, maustettu, arla protein, rasvaa 1 %, laktoositon;FI
34647;Jogurtti, maustamaton, arla protein, rasvaa 1 %, laktoositon;FI
34648;Jogurtti, maustettu, arla protein jogurttikombo, rasvaa n. 4 %, laktoositon;FI
34649;Rahka, maustettu, rasvaton, keinotekoisesti makeutettu, laktoositon;FI
34650;Jogurtti, juotava, rasvaton, keinotekoisesti makeutettu;FI
34651;Kananmuna, kuoreton, luomu;FI
34652;Jogurtti, maustettu, activia kevyt, rasvaton, osittain keinot. makeutettu, prob.;FI
34653;Jogurtti, juotava, danup drink, rasvaa 0,8%;FI
34654;Rahka, maustettu, rasvaa 4 %;FI
34655;Rahka, maustettu, rasvaton, proteiinirahka, vl;FI
34656;Jogurtti, maustamaton, rasvaa 4 %, laktoositon, probiootteja;FI
34657;Jogurtti, maustettu, rasvaa 2 %, laktoositon;FI
34658;Jogurtti, maustettu, rasvaa 3,5 %, probiootteja;FI
34659;Jogurtti, maustettu, rasvaa 2 %, ab, vl;FI
34668;Siemensekoitus;FI
34679;Jogurtti, maustettu, rasvaton, vl, d-vit 1 ug;FI
34680;Passionhedelmä;FI
34688;Kookosvesi, makeuttamaton;FI
34694;Papaija, kuorittu;FI
34713;Makaroni, täysjyvä;FI
34716;Maito, täysmaito, rasvaa 3 %, laktoositon maitojuoma, ei lisätty d-vitamiinia;FI
34738;Mantelijuoma, makeuttamaton, alpro;FI
34743;Papu, härkäpapu, kuivattu, härkäpapurouhe;FI
34752;Tuorejuusto, mascarpone, rasvaa 38 %;FI
34762;Tuorejuusto, rasvaa 15 %, maustamaton, laktoositon;FI
34764;Tuorejuusto, rasvaa 25%, maustamaton, laktoositon;FI
34765;Tuorejuusto, rasvaa 20 %, maustamaton;FI
34786;Jogurtti, juotava, benecol tehojuoma aurinkoinen, rasvaa 2,1 %, kasvistanoleja;FI
34790;Jogurtti, juotava, benecol tehojuoma, rasvaa 2,1 %, kasvistanoleja;FI
34794;Soijavälipala, juotava, benecol tehojuoma, rasvaa 2,9 %, kasvistanolia;FI
34797;Makeinen, salmiakkipastilli, sokeriton;FI
34802;Makeutusaine, hermesetas gold, sakariinia, aspartaamia ja syklamaattia;FI
34805;Makeutusaine, nestemäinen, hermesetas liquid, sakariini ja syklamaatti;FI
34831;Suklaakonvehti, suklaatäyte;FI
34835;Täysmehu, puolukkatäysmehu;FI
34839;Soijajuoma, alpro soya vanilla, kalsiumia ja vitamiineja;FI
34841;Juusto, polar 15 % rasvaa, vähemmän suolaa, valio;FI
34844;Mantelijuoma, makeutettu, alpro;FI
34845;Kookosjuoma, kookospähkinäjuoma, vitaminoitu, alpro;FI
34846;Hasselpähkinäjuoma, vitaminoitu, alpro;FI
34848;Kilohaili, tuore;FI
34862;Maito, rasvaton, valio profeel voimamaitojuoma, d-vitamiinia 1 ug, laktoositon;FI
34872;Pähkinäsekoitus, suolaton, paahdettu;FI
34876;Kaurajuoma, oatly ikaffe, lisätty kalsiumia ja vitamiineja,;FI
34893;Härkis, härkäpapuvalmiste;FI
34902;Mifu, paistettava ruokarae, laktoositon;FI
34905;Riisi-ohraseos;FI
34907;Riisi-ruisseos;FI
34909;Nyhtökaura;FI
34914;Rasvaseos  60%, benecol voi & rypsi;FI
34924;Rasvaseoslevite 70%, flora  & voi normaalisuolainen;FI
34927;Kasvirasvalevite 39 %, lätta original;FI
34932;Rasvaseoslevite 70%, creme bonjour voi & rypsiöljy, normaalisuolainen;FI
34942;Kasvirasvalevite 75 %, keiju rypsi;FI
34944;Kasvirasvalevite 55 %, keiju rypsi;FI
34948;Margariini 60%, keiju alentaja;FI
34964;Rasvaseoslevite 75%, ingmariini, normaalisuolainen, laktoositon;FI
34966;Rasvaseoslevite 72%, oivariini, pehmeästi levittyvä, vl;FI
34970;Rasvaseos 40%, valio better rahkariini, vl;FI
34971;Kaurakuitunen, kaurarouhe;FI
34972;Oliivi, keskiarvo, kivetön, suolaliemessä, vihreä;FI
34974;Soijavälipala, alpro go on, hapatettu, maustamaton, rasvaa 3,6 %;FI
34975;Soijavälipala, alpro go on, hapatettu, maustettu, rasvaa 2,9 %;FI
34980;Juusto, polar, 20 % rasvaa, valio;FI
34983;Heraproteiinikonsentraatti;FI
34984;Kaakaojuoma, valio play maitokaakaojuoma, laktoositon;FI
34985;Kahvijuoma, kylmä, maitokahvijuoma, d-vitamiinia, laktoositon;FI
34986;Kahvijuoma, kylmä, maitokahvijuoma, rasvaa 1,8 %, laktoositon;FI
34988;Kivennäisvesi, mehu-kivennäisvesi;FI
34989;Vitamiinivesi, vitamin well, fruktoosia;FI
34990;Ateriankorvike, heraproteiinijauhe, 74 % proteiinia;FI
34991;Ateriankorvike, heraproteiinijauhe, 85 % proteiinia;FI
34992;Ateriankorvike, proteiinipatukka, keskiarvo, n. 20 % proteiinia;FI
34996;Ateriankorvike, soijaproteiinijauhe, n. 80 % proteiinia;FI
34997;Ateriankorvike, heraproteiinijauhe, n. 90 % proteiinia;FI
34998;Profeel proteiinijuoma, sokeroimaton, valio, d-vitamiinia 1 ug;FI
34999;Urheilujuoma, palautusjuoma, gainomax;FI
35000;Urheilujuoma, proteiinijuoma, protein shake, fast;FI
35001;Voi, laktoositon, vähäsuolainen;FI
35002;Urheilujuoma, proteiinijuoma, protein smoothie, fast;FI
35003;Ateriankorvike, heraproteiinivälipalajauhe, profeel, 44 % proteiinia;FI
35004;Urheilujuoma, proteiinijuoma, rasvaa 1,6 %;FI
35005;Välipalapatukka, raakapatukka, bare bar;FI
35006;Kasviöljyvalmiste, juokseva, 70%, keskiarvo;FI
35007;Ateriankorvike, proteiinipatukka, 30 % proteiinia, kuitua, soft bar;FI
35008;Margariini 60%, rainbow/pirkka,/x-tra laktoositon;FI
35009;Margariini 60%, pirkka, suolainen;FI
35011;Ateriankorvike, energiapatukka, vitaminoitu, keskiarvo;FI
35012;Ateriankorvike, proteiinipatukka, keskiarvo, n. 40 % proteiinia;FI
35013;Ateriankorvike, heraproteiinijauhe, n. 40 % proteiinia;FI
