FOODID;FOODNAME;LANG
322;Cauliflower;EN
324;Broccoli;EN
326;Kale;EN
327;Brussels sprout;EN
329;Kohlrabi;EN
330;Lettuce;EN
331;Iceberg lettuce;EN
333;Parsley;EN
334;Nettle;EN
335;Onion;EN
336;Onion, dried;EN
337;Leek;EN
338;Rhubarb;EN
339;Celery;EN
340;Asparagus, canned;EN
342;Mushroom, boletus, russula;EN
343;Mushroom, milk caps, salted;EN
344;Mushroom in vinegar;EN
345;Champignon, fresh;EN
346;Cucumber;EN
347;Cucumber, pickled cucumber, without added sugar;EN
348;Pickled cucumber, sweet, flavoured;EN
350;Pumpkin;EN
351;Salad, pickled pumpkin;EN
352;Tomato;EN
353;Tomato ketchup;EN
354;Tomato puree;EN
355;Sweet pepper, average;EN
356;Mixed vegetables, carrot, cauliflower, pea, bean;EN
358;Vegetable juice;EN
359;Chinese cabbage;EN
360;Swiss chard;EN
362;Aubergine;EN
363;Sweet corn kernels;EN
364;Garden cress;EN
367;Chanterelle;EN
368;False morel;EN
369;Dill, fresh;EN
370;Pea, green;EN
371;Pea, green, dried;EN
372;Bean, green bean, string bean;EN
373;Bean, brown bean, white bean, average;EN
375;Nut, hazelnut;EN
376;Nut, walnut;EN
377;Chestnut;EN
378;Nut, peanut;EN
379;Almond;EN
380;Flour, soya flour, full fat;EN
381;Flour, soya flour, low-fat;EN
382;Coconut flake;EN
383;Nut, peanut, salt;EN
384;Beansprouts and alfalfa sprouts, average;EN
385;Sesame seed, with hull;EN
386;Sweet pepper, red;EN
387;Sweet pepper, green;EN
388;Sweet pepper, yellow;EN
389;Zucchini, summer squash;EN
390;Tomato juice, unsweetened;EN
391;Soya beans, dried;EN
392;Chives;EN
393;Garlic;EN
394;Salad, sweet pickle relish;EN
395;Bean, white bean, boiled;EN
398;Tomatoes, crushed, canned;EN
399;Lentils, green/brown, dried;EN
401;Apple, dried;EN
408;Apricot, canned, in syrup;EN
409;Apricot, dried;EN
411;Peach, canned, in syrup;EN
412;Peach, dried;EN
417;Pineapple, canned, in syrup;EN
423;Grape, average, green or red, seedless;EN
427;Mixed fruit, dried;EN
428;Raisin;EN
431;Olive, average, with stone, in oil, green/black;EN
432;Fruit cocktail, in syrup;EN
433;Apple juice, unsweetened, vitamin c;EN
434;Orange juice, unsweetened, vitamin c;EN
435;Grapefruit juice, unsweetened, vitamin c;EN
436;Fruit juice, unsweetened, vitamin c, average;EN
437;Lemon juice, unsweetened, diluted;EN
438;Pineapple juice, unsweetened, vitamin c;EN
440;Lingonberry, cowberry;EN
441;Cranberry;EN
442;Blueberry, bilberry;EN
444;Blackcurrant;EN
445;Redcurrant;EN
446;Gooseberry;EN
447;Strawberry;EN
448;Raspberry;EN
449;Cloudberry;EN
450;Mixed berry jam;EN
451;Berry juice, sweetened, undiluted, home-made;EN
452;Blackcurrant juice, sweetened, undiluted, home-made;EN
453;Berry juice, unsweetened, undiluted, home-made;EN
454;Berry, average;EN
455;Sea buckthorn berry;EN
456;Berry marmalade;EN
457;Rowan berry;EN
458;Juice drink, blackcurrant-lingonberry, contains sugar;EN
459;Juice drink, lingonberry, undiluted, contains sugar;EN
461;Berry juice, sweetened, diluted, home-made;EN
462;Blackcurrant juice, sweetened, diluted, home-made;EN
463;Berry juice, unsweetened, diluted, home-made;EN
469;Fruit juice, five fruits, unsweetened, vitamin c;EN
471;Pineapple, canned, in own juice;EN
472;Applesauce, unsweetened;EN
473;Fruit nectar, berry nectar, sweetened, 50% fruit;EN
474;Berry juice, unsweetened;EN
476;Jam, sweetened with fructose;EN
477;Muskmelon/cantaloupe melon, without skin;EN
478;Berry nectar drink, sweetened, contains 50% berries;EN
500;Butter;EN
530;Catering margarine for baking, 80% fat;EN
531;Catering oil, 70% rapeseed oil, 30% palm oil;EN
535;Rapeseed oil;EN
536;Olive oil;EN
537;Peanut oil;EN
540;Sunflower oil;EN
541;Cooking oil, average, 87% rapeseed, 8% sunflower,and 5% olive oil;EN
542;Soybean oil;EN
543;Corn oil, maize oil;EN
550;Lard, frying fat;EN
552;Coconut butter;EN
553;Tallow, beef fat;EN
562;Mayonnaise, 60% fat;EN
563;Salad dressing, french dressing;EN
565;Blended spread 40%, kevyt levi, low-sodium, low-lactose;EN
568;Margarine 60%, rainbow/pirkka/eldorado/k-menu;EN
570;Blended spread 40%, kevyt levi, low-lactose;EN
576;Butter, unsalted;EN
578;Mayonnaise, 27-33% fat;EN
579;Salad dressing, <17% fat, low-fat;EN
585;Butter, high-sodium;EN
593;Margarine for baking 80%, pirkka/rainbow;EN
597;Blended spread 75%, average of industrial products;EN
598;Butter oil 100%, milkfat;EN
600;Milk, raw milk, 4.4 % fat, without added vitamin d;EN
602;Beestings, colostrum;EN
604;Milk, goat milk;EN
606;Milk, 0% fat, i ug added vitamin d;EN
611;Sour milk, 0.8% fat, 0.5 ug vitamin d;EN
612;Sour milk, 1 ug vitamin d;EN
613;Sour milk, butter milk, 0.3% fat, 1 ug vitamin d;EN
615;Sour cream, 10-12% fat;EN
616;Sour milk, acidophilus, 2.5% fat, 1 ug vitamin d, probiotics;EN
617;Curd milk, plain, 3.5% fat;EN
618;Curd milk, plain, 2% fat;EN
619;Yoghurt, plain, 2.5% fat, low-lactose;EN
622;Quark, <0.5% fat;EN
627;Milk, 1% fat, 1 ug added vitamin d;EN
628;Creme fraiche, 28% fat;EN
629;Whipping cream, 38% fat, low-lactose, ultra-heat-treated;EN
630;Sour cream, 40% fat;EN
631;Whipping cream, 38% fat;EN
632;Cooking cream, 19% fat;EN
633;Cream, low-fat, 1o% fat, low-lactose;EN
635;Cottage cheese, fat-free, low-lactose;EN
636;Curd milk, flavoured with jam, 1% fat, low-lactose;EN
637;Yoghurt, plain, fat-free, low-lactose, 0.5 ug vitamin d;EN
639;Yoghurt, flavoured, fat-free;EN
640;Cheese, white mould cheese, camembert/brie, 26-30% fat;EN
641;Cheese, turunmaa/oltermanni, 30% fat;EN
642;Cheese, emmental, 27-30% fat, red-label;EN
643;Cheese, hard cheese, edam type, 24-27% fat;EN
644;Cheese, semi-hard cheese, edam/kadett, 9-11% fat;EN
645;Cheese, hard cheese, goat cheese, 20-25% fat;EN
647;Processed cheese, 20-24% fat;EN
648;Processed cheese, 27-35% fat;EN
649;Cottage cheese, 2-5% fat;EN
650;Cheese, home-made fresh cheese, 9-14% fat;EN
653;Cheese, blue cheese, aura/danazole, average, 27-30% fat;EN
654;Cheese, gouda/salaneuvos, average, 28-30% fat;EN
655;Cheese, semi-hard cheese, lappi/småland/billinge/rustholli, 25-35% fat;EN
657;Cheese, finnish oven cheese, 17-23% fat;EN
658;Cream cheese, 36-44% fat, kasakka/musta-pekka;EN
659;Processed cheese, 9-12% fat, low-fat;EN
661;Soft ice cream with wafer;EN
663;Ice cream, cream based;EN
664;Ice cream bar, cream based, chocolate-coated;EN
665;Ice cream cornet, cream based;EN
666;Ice cream, milk based;EN
667;Ice cream, artificially sweetened, 6.5% fat;EN
668;Ice cream, cream based, >12% fat;EN
669;Ice cream, fat-free;EN
672;Milk powder, fat-free milk;EN
675;Milk, 1.5% fat, low-lactose, 1 ug added vitamin d;EN
680;Curd milk, plain, 1% fat;EN
682;Cream cheese, 30% fat, flavoured, creme bonjour/cantadou;EN
684;Milk, 1.5% fat, 1 ug added vitamin d;EN
685;Yoghurt, flavoured, fat-free, partially artifially sweetened;EN
686;Yoghurt, flavoured, 7% fat;EN
687;Yoghurt, fat 6-8%, for food preparation;EN
689;Milk, 3.5% fat, 1 ug added vitamin d;EN
690;Cheese, feta type salad cheese in brine, 18% fat;EN
691;Cheese, emmental, 27-30% fat, blue-label;EN
698;Cheese, cheddar type, 34% fat;EN
699;Cooking cream, vegetable fat, 15% fat;EN
701;Pork, medium fat;EN
703;Pork chop, thick layer of fat;EN
704;Ham, fatty;EN
705;Pork shoulder;EN
706;Pork ribs;EN
707;Bacon;EN
708;Fatback;EN
709;Pork knuckle, ham hock;EN
711;Pork beef mince;EN
712;Lean steak mince, 7% fat;EN
713;Pork, average;EN
714;Beef, average;EN
716;Beef, medium fat, 13% fat;EN
718;Beef round;EN
719;Beef chuck, beef shoulder;EN
720;Beef knuckle;EN
721;Beef brisket;EN
722;Beef sirloin;EN
723;Beef flank;EN
726;Veal roast, raw;EN
730;Lamb, low-fat;EN
731;Lamb;EN
732;Lamb roast;EN
734;Reindeer;EN
735;Elk;EN
736;Hare;EN
737;Rabbit;EN
741;Beef, canned;EN
743;Pork and beef, canned;EN
747;Beef jelly;EN
748;Pork roast, lean;EN
750;Chicken;EN
751;Chicken with skin;EN
752;Turkey with skin;EN
753;Game bird;EN
754;Chicken strips;EN
775;Ham, smoked, 6% fat;EN
776;Beef, cured, 2.8% fat;EN
779;Ham, cooked ham, 3% fat;EN
786;Liver, beef;EN
787;Liver, pork;EN
788;Liver, chicken;EN
789;Liver, reindeer;EN
790;Liver, average;EN
791;Kidney;EN
792;Heart, beef;EN
793;Tongue, beef;EN
794;Blood;EN
797;Reindeer, cold smoked;EN
799;Ham, cooked ham, low-fat, 3% fat;EN
800;Baltic herring;EN
801;Baltic herring, salted;EN
802;Baltic herring, smoked;EN
803;Herring, salted;EN
804;Cod;EN
805;Zander, pike-perch;EN
806;Redfish, smoked;EN
807;Halibut, smoked;EN
809;Vendace, lake;EN
810;Vendace, salted lake fish;EN
811;Vendace, smoked lake fish;EN
812;Perch;EN
813;Pike;EN
814;Bream;EN
815;Powan, whitefish, pollan, lavaret;EN
816;Powan, smoked;EN
817;Salmon, whole;EN
818;Salmon, salt-cured;EN
819;Burbot;EN
820;Flounder;EN
821;Eel;EN
822;Rainbow trout, whole, average;EN
823;Trout;EN
824;Fish, average, baltic herring/vendace/perch/pike;EN
825;Lamprey, smoked;EN
826;Saithe, frozen;EN
828;Tuna, in oil, canned;EN
829;Anchovy;EN
830;Salmon in oil, canned;EN
831;Sardine, average, in oil and tomato sauce;EN
832;Caviar, dark roe of sturgeon;EN
833;Roe paste;EN
834;Mussel in water, canned;EN
835;Shrimp;EN
836;Crayfish;EN
837;Herring, pickled/salted, average;EN
838;Baltic herring, pickled/salted, average;EN
844;Bream, smoked;EN
845;Roach;EN
846;Redfish, rosefish, frozen;EN
848;Rainbow trout sea, fillet;EN
851;Egg yolk, 34% of egg mass;EN
852;Egg white, 66% of egg mass;EN
855;Egg, quail, raw;EN
856;Fish, low-fat, average, smoked;EN
857;Fish, fatty, smoked;EN
858;Egg without shell;EN
859;Herring in garlic or mustard sauce;EN
860;Baltic herring in dill or mustard sauce;EN
862;Tuna;EN
863;Oyster, european;EN
864;Snail;EN
865;Squid;EN
866;Lobster;EN
870;Rainbow trout fillet, salt-cured;EN
871;Salmon fillet;EN
900;Coffee, average;EN
901;Tea;EN
902;Beer, lager, medium strength, 4.5% volume;EN
903;Beer, lager, strong, 5-5.5% volume;EN
904;Wine, average, 8-15% volume;EN
905;Wine, fortified, sweet, bitters, sherry, vermouth, madeira, fruit wine;EN
906;Spirit, vodka, gin;EN
907;Spirit, brandy/rum/whisky 40% volume;EN
908;Liqueur, 20-30% volume;EN
909;Gin and grapefruit drink, 5.5% volume;EN
910;Soft drink, lemonade;EN
911;Cider, sweet, <3% volume;EN
912;Mead, finnish sima;EN
913;Beer, lager, very mild <2.8% volume;EN
914;Beer home-made, alcohol-free;EN
915;Mineral water;EN
917;Lemon tea drink powder, sweetened instant tea;EN
920;Soft drink, light, sugar-free;EN
921;Mineral water, low sodium;EN
922;Water, tap water;EN
923;Tea, herbal tea;EN
924;Red wine;EN
925;White wine, dry;EN
926;White wine, sweet;EN
928;Soft drink, cola, average;EN
929;Vinegar, wine vinegar;EN
930;Filtered coffee drink;EN
931;Boiled coffee drink;EN
932;Cappuccino, unsweetened, whole milk;EN
933;Vinegar;EN
934;Vinegar with honey and apple;EN
936;Wine, light, 4-5% volume;EN
937;Tea, green tea;EN
938;Soft drink, partially artificially sweetened;EN
939;Cider, sweet, 4.7% volume;EN
940;Beer, strong ale, 7.5-8% volume;EN
941;Soft drink, cola, light, partially artificially sweetened;EN
942;Cream liqueur, 15-17% volume;EN
946;Glucose syrup, partly refined, starchy;EN
1554;Cheese puffs;EN
5007;Sandwich relish;EN
11001;Root vegetable, average, light colored;EN
11002;Leaf vegetable, average, dark green;EN
11004;Roe, average;EN
11005;4-grain flakes;EN
11007;Rose hip;EN
11012;Strawberry jam, 54% sugar, home-made;EN
11013;Orange marmalade;EN
11014;Palm oil;EN
11030;Flour, rye, fine rye flour;EN
11045;Orange without skin;EN
11046;Mandarin, average, without skin;EN
11047;Grapefruit, without skin;EN
11048;Lemon, without skin;EN
11049;Banana, without skin;EN
11050;Kiwi fruit, without skin;EN
11051;Peach/nectarine, without skin and stone;EN
11052;Cherry without stone;EN
11053;Plum, without stone;EN
11054;Apricot, average, without stone;EN
11055;Watermelon, without skin;EN
11056;Pineapple, without skin;EN
11057;Avocado, without skin and stone;EN
11059;Tuna, average;EN
11060;Apple, domestic, without skin;EN
11061;Apple, imported, without skin;EN
11062;Pear, without skin;EN
11063;Prune, without stone;EN
11064;Champignon, canned;EN
11065;Rose hip puree without sugar;EN
11067;Tuna, in water, canned;EN
11069;Wine, non-alcoholic;EN
11071;Exotic fruit, average, mango/papaya, without skin;EN
11072;Soured cucumber;EN
11074;Sprout, alfalfa;EN
11086;Nut, cashew nut;EN
11087;Sesame seed paste tahini, without added salt;EN
11089;Chick pea in unsalted water;EN
11090;Bean, white bean, in tomato sauce;EN
11092;Whey powder. for food industry;EN
11130;Cream cheese, 6-11% fat, flavoured;EN
11131;Cheese, white mould cheese, vit castello, 40% fat;EN
11132;Cream cheese-like vegetable fat product, 24-30% fat;EN
11133;Cheese, semi-hard cheese, turunmaa/edam/adam/magre, 15-18% fat;EN
11134;Basil, fresh;EN
11135;Bamboo shoots, canned;EN
11136;Cream, low-fat, 25% fat;EN
11142;Ice lolly, average;EN
11145;Milk, 0% fat, low-lactose, 1 ug added vitamin d;EN
11146;Cheese, finnish oven cheese, low-lactose, 17-23% fat;EN
11148;Ice cream bar, cream based, chocolate flavoured;EN
11149;Ice cream with sorbet coating, average;EN
11150;Chicken marinated, without skin;EN
11152;Sour cream, 10-12% fat, low-lactose;EN
11154;Curd milk, plain, 2% fat, low-lactose;EN
11155;Cottage cheese, 2-5% fat, low-lactose;EN
11156;Quark, <0.5% fat, low-lactose;EN
11157;Cheese, vegetable fat, 28% fat;EN
11159;Creme fraiche, 15-18% fat;EN
11164;Vanillin sauce;EN
11165;Sour milk, fat-free, low-lactose, 1 ug vitamin d;EN
11172;Ice cream bar, vegetable fat, chocolate coated;EN
11173;Ice cream cornet, vegetable fat;EN
11177;Pepper, black pepper;EN
11178;Pepper, white pepper;EN
11182;Paprika powder;EN
11188;Vanillin sugar;EN
11191;Oregano, dried;EN
11194;Thyme;EN
11196;Aromatic salt, 71% salt content;EN
11197;Hp-sauce, brown sauce;EN
11198;Glucose;EN
11203;Honeydew melon, without skin;EN
11210;Pastille sweetened with xylitol, added vitamin c;EN
11211;Cheese, feta cheese in brine, made with goat milk, 25% fat;EN
11212;Sunflower seed;EN
11287;Vegetable fat spread 28%, mini lätta;EN
11503;Grape juice, unsweetened;EN
11505;Banana chip;EN
11507;Rice starch;EN
11512;Pork chop, cutlet;EN
11513;Pork fillet, boneless tenderloin, fat 4.5 %;EN
11521;Rice, white, long-grain, parboiled;EN
11522;Rice and rye mix;EN
11550;Cream cheese, 30% fat, flavoured, low-lactose;EN
11551;Turkey breast;EN
11553;Fruit jam, average;EN
11557;Lemon juice, unsweetened, undiluted;EN
11558;Orange juice, unsweetened, added calcium;EN
11562;Beef mince, 17% fat;EN
11563;Chicken leg and thigh with skin;EN
11564;Chicken breast with skin;EN
11565;Chicken breast strips without skin;EN
11571;Cream cheese, low-fat, 11% fat, plain;EN
11572;Milk, 0% fat, with added calcium and 0.5 ug vitamin d;EN
11580;Sanck bar with nuts, sweet;EN
11587;Rose hip drink, contains oat and lactobacillus plantarum, pro viva;EN
11589;Horseradish;EN
11680;Potato, peeled, vacuum packed, catering;EN
11685;Cooking oil, 50% palm, 25% palm kernel and 25% rapeseed oil;EN
11687;Rice drink;EN
11689;Asparagus, raw, cleaned;EN
11690;Mayonnaise, 15% fat, low-fat;EN
11691;Roe, average, salted;EN
11695;Rapeseed oil, cold pressed;EN
11700;Soy protein concentrate, 58% protein;EN
11701;Palm kernel oil;EN
11723;Yoghurt, flavoured, 3% fat;EN
11726;Curd milk, flavoured, 1% fat, low-lactose;EN
11727;Yoghurt, flavoured, 2.5% fat;EN
11734;Shiitake mushroom;EN
11735;Oyster mushroom;EN
11736;Yoghurt, plain, 1.5% fat;EN
11739;Vegetable fat spread 35%, becel pro-activ;EN
28905;Flour, wheat flour, durum;EN
28909;Rye macaroni;EN
28910;Rice, brown;EN
28913;Potato, unpeeled, avarage, raw;EN
28915;Muskmelon/cantaloupe melon, with skin;EN
28916;Apple, average, with skin;EN
28917;Pear, with skin;EN
28918;Plum, with stone;EN
28919;Prune, with stone;EN
28920;Cherry with stone;EN
28921;Apricot, average, with stone;EN
28922;Peach/nectarine, average, with stone;EN
28923;Pineapple, with skin;EN
28924;Orange, average, with skin;EN
28925;Lemon, with skin;EN
28926;Grapefruit, average, with skin;EN
28927;Vegetarian sausage, contains soya;EN
28928;Grape leaves, canned;EN
28929;Lamb mince, 14% fat;EN
28930;Chicken mince;EN
28931;Watermelon, with skin;EN
28932;Grape, average, green or red;EN
28933;Avocado  with skin and stone;EN
28934;Banana, with skin;EN
28935;Mandarin, average, with skin;EN
28936;Fig, dried, with skin;EN
28937;Date, dried, with stone;EN
28938;Olive, average, without stone, in oil, green/black;EN
28939;Kiwi fruit, with skin;EN
28941;Apple, domestic, average, with skin;EN
28942;Apple, imported, average, with skin;EN
28944;Honeydew melon with skin;EN
28945;Turkey mince, fat 5-6%;EN
28946;Pork mince, fat 16 %;EN
28947;Bacon, fillet, 18% fat;EN
28962;Sweet corn, corn on the cob;EN
28991;Cafe au lait, unsweetened, whole milk;EN
28992;Milk, whole milk, 3.5% fat, boiled;EN
28993;Cafe latte, unsweetened, whole milk;EN
29008;Vegetable bouillon cube;EN
29009;Chicken bouillon cube, contains wheat;EN
29010;Fish stock cube;EN
29014;Coconut milk;EN
29055;Noodle, rice noodle;EN
29060;Cheese, feta type salad cheese in brine, fat 12-15%;EN
29064;Milk, 1.5% fat, lactose-free, 1 ug added vitamin d;EN
29065;Cooking cream, 15% fat;EN
29066;Whipping cream, 35% fat;EN
29070;Energy drink with added vitamins;EN
29089;Yoghurt, drinkable, flavoured, fat 0.1 g;EN
29091;Cappuccino, unsweetened, fat-free milk;EN
29128;Curd milk, plain, fat-free;EN
29135;Cider, dry 4.7% volume;EN
29150;Juice drink, lingonberry, diluted, contains sugar;EN
29155;Cocoa butter;EN
29156;Chocolate, white chocolate;EN
29159;Margarine 40%, average of industrial products;EN
29160;Egg, whole, with shell;EN
29207;Baltic herring, fillet;EN
29208;Couscous;EN
29210;Milk, 1.5% fat, without added vitamin d, organic;EN
29211;Milk, 0% fat, without added vitamin d, organic;EN
29212;Sour milk, fat-free, organic, without added vitamin d;EN
29215;Juice drink, fruit, berry, added vitamin c, contains sugar;EN
29217;Rofous milkcap;EN
29228;Cheese, feta cheese in oil, goat milk;EN
29237;Rye bran;EN
29239;Cheese, mozzarella cheese, 20% fat;EN
29409;Margarine 60%, becel, lactose-free;EN
29410;Porcini;EN
29412;Infant formula, powder, average;EN
29413;Infant formula, ready-to-feed, average;EN
29496;Macaroni, gluten-free;EN
29499;Flour mixture, naturally gluten-free, rice, corn, potato;EN
29501;Tonic water;EN
29685;Plum juice, unsweetened;EN
29687;Salty liqourice;EN
29819;Soured milk gefilus, skimmed 0.1 fat;EN
29822;Flour, corn meal, coarsely ground;EN
29823;Flour, corn meal, finely ground;EN
29975;Meal replacement, protein drink powder, herbalife formula 1, 35% protein;EN
30051;Xylitol pastille, full xylitol;EN
30187;Corn snack, puffed, corn puffs without added salt;EN
30190;Flour, oat flour;EN
30193;Pasta, multigrain, wheat, rye and barley;EN
30194;Sport beverage, carbohydrate drink, powerade, gatorade;EN
30207;Soya drink,  calcium;EN
30208;Oat drink without milk, with added calcium;EN
30209;Oat drink without milk, with added calcium and vitamins;EN
30210;Oat drink without milk;EN
30212;Rice drink, calcium;EN
30214;Water chestnut;EN
30221;Rice and oat mix;EN
30223;Sweet potato, without skin;EN
30224;Soft drink, cola, light, artificially sweetened;EN
30265;Chicken wing with skin;EN
30268;Chicken wing without skin;EN
30271;Chicken wing, marinated, raw;EN
30273;Slicing sausage, ham sausage, 16% fat;EN
30274;Slicing sausage, balkan, 21.5% fat;EN
30275;Slicing sausage, gotler, 13.8% fat;EN
30278;Vendace, canned in tomato sauce;EN
30279;Slicing sausage, lauantai, light, 14% fat, contains milk protein;EN
30281;Frankfurter, contains cheese;EN
30292;Sausage, ring bologna, contains cheese;EN
30294;Slicing sausage, low salt, fat 3.5%;EN
30295;Slicing sausage, balkan, light, 10% fat;EN
30305;Salami, light, 15% fat;EN
30306;Salami;EN
30310;Processed cheese, 5% fat, low-fat;EN
30317;Frankfurter, average of industrial products;EN
30318;Sausage, ring bologna, average;EN
30319;Slicing sausage, jahti, 17% fat, average of industrial products;EN
30321;Barbeque sausage, light, average;EN
30322;Groat sausage, average of industrial products;EN
30324;Sausage, ring bologna, light, average;EN
30325;Frankfurter, light, average of industrial products;EN
30369;Sausage, fresh sausage, siskonmakkara;EN
30370;Barbeque sausage, meaty, cheese;EN
30371;Blood sausage, black sausage;EN
30372;Liver sausage, liver pate, average;EN
30373;Liver sausage, liver pate, light, average;EN
30374;Barbeque sausage, cheese;EN
30380;Tea, ice tea;EN
30388;Juice drink, fruit, berry, partially artificially sweetened;EN
30390;Juice drink, fruit, berry, light, partially artificially sweetened;EN
30391;Pear juice, unsweetened;EN
30392;Juice drink, fruit, berry, average, contains sugar;EN
30394;Fruit juice, concentrated, average, contains sugar;EN
30395;Cranberry-lingonberryjuice, unsweetened;EN
30396;Juice drink, sugar-free, artificially sweetened;EN
30402;Cheese, semi-hard cheese, turunmaa, 5% fat;EN
30406;Cottage cheese, 2-5% fat, lactose-free;EN
30423;Milk, 0% fat, lactose-free, 1 ug added vitamin d;EN
30428;Cheese, blue cheese, aura, 17% fat;EN
30429;Cheese, white mould cheese, camembert/brie, 16% fat;EN
30430;Cider, dry, 5.5% volume;EN
30432;Cider, 0.7% volume;EN
30440;Rice chocolate;EN
30443;Cream cheese, low-fat, 15% fat, flavoured, creme bonjour light;EN
30444;Tomato, sun-dried, in oil;EN
30449;Curd milk, plain, 1% fat, low-lactose;EN
30450;Curd milk, flavoured, 2% fat, low-lactose;EN
30451;Mineral water, sweetened with fructose;EN
30452;Yoghurt, drinkable, flavoured, fat 0.1%, low-lactose;EN
30454;Sour cream, 6% fat, low-lactose;EN
30455;Sour cream, 3.5% fat, low-lactose;EN
30456;Yoghurt, flavoured, 2% fat, low-lactose, 0.5 ug vitamin d;EN
30462;Yoghurt, flavoured, 1.5% fat, low-lactose;EN
30464;Yoghurt, flavoured, fat-free, lactose-free;EN
30570;Maltodextrin;EN
30572;Barbeque sausage, average;EN
30573;Barbeque sausage, meaty, average;EN
30574;Blackcurrant juice, unsweetened, undiluted, home-made;EN
30575;Blackcurrant juice, unsweetened, diluted, home-made;EN
30576;Juice drink, gefilus, probiotics, average of industrial products;EN
30606;Juice, unsweetened, vitamin c, vitamin d, probiotics;EN
30607;Juice drink, fruit, berry, fibre, contains sugar;EN
30608;Yoghurt with jam, fat-free;EN
30610;Butter, low-sodium;EN
30612;Vegetable fat spread 30%, keiju kevyt;EN
30616;Margarine 40%, rainbow/pirkka;EN
30617;Vegetable fat spread 70%, keiju lactose free, 20 ug vitamin d;EN
30619;Margarine 60%, keiju normally salted, 20 ug vitamin d;EN
30621;Margarine 40%, keiju light, lactose-free, 20 ug vitamin d;EN
30629;Margarine 60%, kultarypsi;EN
30631;Margarine 60%, average of industrial products;EN
30633;Fruit juice, concentrated, with added vitamins, contains sugar;EN
30636;Cider, light, 4.7% volume;EN
30638;Gin and grapefruit drink, light, 4.7% volume;EN
30641;Egg, omega, without shell;EN
30646;Cooking cream, 5% fat, low-lactose;EN
30665;Meal replacement, protein bar, average, c. 30% protein;EN
30673;Quark, flavoured, 3.5% fat;EN
30792;Chicken leg and thigh without skin;EN
