FOODID;FOODNAME;LANG
30914;Florence fennel;EN
30925;Mayonnaise, 80% fat;EN
30926;Mayonnaise, fat-free;EN
30968;Pine nut, pine kernel;EN
30991;Linseed, whole;EN
31139;Pasta, wheat germ pasta;EN
31144;Pork strips, marinated;EN
31145;Beef strips, marinated;EN
31160;Baking soda, bicarbonate of soda;EN
31174;Pasta, dark high protein pasta;EN
31175;Quinoa;EN
31211;Pumpkin seed;EN
31212;Nut, pistachio nut;EN
31213;Bean, mung bean, boiled;EN
31214;Bean, kidney bean, boiled;EN
31216;Bean, adzuki bean, dried;EN
31217;Bean, adzuki bean, boiled without salt;EN
31218;Chick pea, dried;EN
31219;Lentils, red, dried;EN
31225;Lentils, red, cooked;EN
31226;Spelt flour, whole meal;EN
31229;Soy milk frozen dessert, ice cream bar, chocolate coated;EN
31231;Soya product, non-dairy cream substitute, 17.5% fat;EN
31233;Bean, broad bean, fava bean, boiled;EN
31246;Soya drink, vitamins;EN
31247;Soya drink, plain;EN
31248;Soya drink, chocolate, vitamins;EN
31252;Rice cake;EN
31253;Rice cake with corn;EN
31254;Chocolate raisin;EN
31256;Fresh pasta, contains egg;EN
31457;Lingonberry jam;EN
31459;Apple jam;EN
31482;Macaroni, pasta, contains egg;EN
31487;Milk powder, fat-free milk, low-lactose, 5 ug added vitamin d;EN
31488;Milk powder, fat-free milk, lactose-free, 5 ug added vitamin d;EN
31495;Linseed oil, flaxseed oil;EN
31496;Milk powder, fat-free milk, 5 ug added vitamin d;EN
31497;Milk powder, fat-free milk, low-lactose;EN
31498;Milk powder, fat-free milk, lactose-free;EN
31504;Blended spread 70%;EN
31505;Blended spread 75%, lactose-free;EN
31506;Blended spread 40%, low-lactose;EN
31508;Fat blend 80%, cooking liquid, average;EN
31511;Yoghurt, flavoured, 4% fat, lactose-free;EN
31518;Ice cream, yoghurt based, 9% fat;EN
31525;Soy product, alpro natural, soured, plain, added vitamin and calcium;EN
31530;Butter lactose-free;EN
31532;Flour mixture, naturally gluten-free, dark;EN
31534;Flour mixture, gluten-free, contains wheat starch, with added vitamins;EN
31536;Fish fingers, salmon, frozen;EN
31537;Pasta, wholegrain rice flour, naturally gluten-free;EN
31538;Apricot puree, unsweetened, with added vitamin c;EN
31539;Berry puree, unsweetened, added vitamin c;EN
31544;Flour mixture, naturally gluten-free;EN
31545;Tomato ketchup, reduced salt and sugar;EN
31550;Flour mixture, gluten-free, contains wheat starch and milk powder;EN
31552;Guava;EN
31553;Milk, 1.5% fat, lactose-free, without added vitamin d, organic;EN
31555;Pomegranate, without skin;EN
31557;Chili, green, raw;EN
31675;Pasta, spaghetti, macaroni, naturally gluten-free;EN
31677;Pasta, spaghetti, naturally gluten-free, contains egg;EN
31679;Pasta, rich in fiber, naturally gluten-free;EN
31683;Flour mixture, gluten-free, contains wheat starch, with added vitamins;EN
31692;Flour, breadcrumbs, naturally gluten-free;EN
31888;Milk, 0% fat, valio plus, 2 ug added vitamin d;EN
31891;Milk, 3.5% fat, low-lactose, 1 ug added vitamin d;EN
31894;Milk, coffee milk 2% fat, lactose-free, 1 ug added vitamin d;EN
31900;Sour milk, fat-free, lactose-free, 1 ug vitamin d;EN
31947;Oat product, fermented oat and fruit, yosa smoothie;EN
31956;Quark, flavoured, fat-free, artificially sweetened;EN
31959;Cooking cream, cheese flavour, 10% fat, low-lactose;EN
31966;Cream, vegetable fat, 26% fat, flora;EN
31968;Ice cream, cream based, lactose-free;EN
31969;Ice cream, cream based, low-lactose;EN
31970;Ice cream with biscuit, cream based, puffet;EN
31971;Ice cream, light, 4,5% fat;EN
31972;Ice cream, cream based, flavoured, carte d'or stracciatella;EN
31990;Ice cream, cream based, flavoured, carte d'or mascarpone;EN
31991;Sorbet, raspberry, industrial;EN
31994;Soy milk frozen dessert, ice cream cornet, gluten-free;EN
31996;Rice ice cream;EN
31997;Ice cream, yoghurt based, 4% fat;EN
32000;Ice cream bar, cream based, caramel and chocolate topping;EN
32001;Ice cream, cream based, flavoured, aino caramel;EN
32002;Quark, flavoured, 2.9% fat;EN
32004;Soy product, non-dairy cream substitute,5.2% fat;EN
32005;Oat product, non-dairy substitute for cream, 7% fat;EN
32006;Rice product, non-dairy cream substitute, vegetable fat, 7% fat;EN
32007;Rice drink, calcium, vitamin d;EN
32008;Soya drink, light, calcium, vitamins, alpro;EN
32010;Ice cream with biscuit and chocolate, cream based;EN
32062;Yoghurt, flavoured, 2% fat, 0.5 ug vitamin d;EN
32067;Yoghurt, flavoured, fat-free, artificially sweetened, 0.5 ug vitamin d;EN
32080;Yoghurt, flavoured, vitalinea, fat-free, 0.75 ug vitamin d;EN
32084;Yoghurt, flavoured, 2% fat, lactose-free, 0.5 ug vitamin d;EN
32085;Yoghurt, flavoured, 2% fat, low-lactose, a+, 1 ug vitamin d;EN
32088;Yoghurt, bulgarian, plain, 3.5% fat, 1 ug vitamin d;EN
32101;Mayonnaise, cucumber mayonnaise, hesburger;EN
32136;Yoghurt, plain, activia, 3.4% fat;EN
32142;Yoghurt with jam, fat 2%, low-lactose, 1 ug vitamin d;EN
32145;Yoghurt, flavoured, fat-free, low-lactose, 1 ug vitamin d;EN
32153;Bearnaise sauce mix, knorr;EN
32163;Bearnaise sauce mix, campbell's/blå band;EN
32172;Soy product, alpro, soured, 2% fat, calcium, vitamins;EN
32175;Hollandaise sauce mix;EN
32177;Salad dressing, rapeseed oil, 15% fat, light, thousand island, felix;EN
32178;Salad dressing, french dressing, rapeseed oil, 47% fat, saarioinen;EN
32179;Salad dressing, rapeseed oil, 23% fat, light, kartanon, saarioinen;EN
32189;Curd milk, flavoured, 2% fat, 1 ug vitamin d;EN
32191;Frankfurter, chicken, atria;EN
32195;Frankfurter, chicken, hk;EN
32197;Frankfurter, turkey, light, atria;EN
32198;Chicken cold cuts, 1.9% fat, hk;EN
32201;Yoghurt, turkish/greek, 10% fat;EN
32257;Chicken cold cuts, 2% fat, hk;EN
32301;Margarine 60%, flora, normally salted;EN
32308;Margarine 60%, flora, lactose-free;EN
32341;Margarine 60%, flora, high in salt;EN
32343;Vegetable fat spread 38%, becel light;EN
32344;Vegatable oil product 82%, flora culinesse, fluid;EN
32348;Vegatable oil product 82%, becel, fluid;EN
32350;Vegetable fat spread 38%, becel light olive;EN
32354;Margarine 80%, keiju rypsi, fluid;EN
32357;Doughnut roasting fat 100%, sunnuntai;EN
32360;Margarine 60%, benecol, lactose-free;EN
32367;Muksu soy drink;EN
32381;Bolognese gravy mix, knorr;EN
32385;Cottage cheese, 1.5% fat;EN
32386;Tikka masala, uncle ben's;EN
32403;Dipmix with milk extracts;EN
32404;Dipmix, milk-free;EN
32407;Salami, light, 9% fat;EN
32409;Crumbed ham, 3% fat;EN
32416;Berry drink, proviva, average, contains probiotics;EN
32417;Fruit drink, proviva, mango, contains probiotics;EN
32418;Oat product, fermented oat, fruits and berries, yosa, average, probiotics;EN
32423;Yoghurt drink, fruit, probiotics, rainbow;EN
32424;Yoghurt drink, berry, probiotics, rainbow;EN
32431;Margarine 80%, sunnuntai, fluid, rapeseed oil;EN
32449;Cereal bar with yoghurt;EN
32450;Cereal bar, wholegrain muesli bar;EN
32451;Cereal bar with berries;EN
32452;Cereal bar with fruits;EN
32455;Grapefruit pink/red, without skin;EN
32456;Artichoke;EN
32464;Nut, brazil nut;EN
32478;Sweet & sour sauce, uncle ben's;EN
32480;Salad dressing, rapeseed oil, 39% fat, kartanon, saarioinen;EN
32482;Salad dressing, rapeseed oil, 20% fat, talon, felix;EN
32483;Salad dressing, rapeseed oil, 25% fat, greek, felix;EN
32485;Salad dressing, rapeseed oil, honey, mustard, 36% fat, felix;EN
32502;Soft toffee covered with milk chocolate, dumle, fazer;EN
32503;Sweet, candy, milk chocolate pastilles, m&m's, amerikan pastilli;EN
32509;Chocolate bar, caramel and cookie, twix;EN
32540;Mulled wine, non-alcololic;EN
32553;Margarine 80%, fluid, average;EN
32562;Oat product, fermented oat, yosa naturell;EN
32568;Blended spread 75%, 10 ug vitamin d;EN
32570;4-grain flakes, riihikosken vehnämylly;EN
32592;Sour milk, butter milk, 0.3% fat, 0.5 ug vitamin d;EN
32593;Sour milk, 0.5 ug vitamin d;EN
32594;Sour milk, fat-free, low-lactose, 0.5 ug vitamin d;EN
32595;Sour milk, fat-free, lactose-free, 0.5 ug vitamin d;EN
32596;Yoghurt, flavoured, fat-free, partially artificially sweetened, 1 ug vitamin d;EN
32597;Yoghurt, flavoured, fat-free, lactose-free, artificially sweetened, 1 ug vit. d;EN
32598;Yoghurt, plain, fat-free;EN
32599;Yoghurt, flavoured, 2% fat, 1 ug vitamin d;EN
32600;Yoghurt, drinkable, danonino dino, 1.6% fat, 0.9 ug vitamin d;EN
32602;Sausage, fresh sausage, chorizo, saarioinen;EN
32619;Meal replacement, shake, naturdiet;EN
32622;Meal replacement, smoothie, naturdiet;EN
32623;Meal replacement, drink powder, naturdiet;EN
32625;Meal replacement, chocolate bar, naturdiet;EN
32626;Meal replacement, caramel bar, naturdiet;EN
32627;Meal replacement, dark chocolate bar, naturdiet;EN
32628;Meal replacement, smoothie, drink powder, easy diet;EN
32630;Meal replacement, soup powder, asparagus/fish/chicken/mushroom, easy diet;EN
32632;Meal replacement, soup powder, tomato/texmex/thai, easy diet;EN
32636;Meal replacement, smoothie, drink powder, nutrifast;EN
32638;Meal replacement, milk shake, drink powder, allevo;EN
32640;Meal replacement, smoothie, drink powder, allevo;EN
32642;Meal replacement, soup powder, potato and leek, allevo;EN
32644;Meal replacement, soup powder, broccoli, basil and couscous, allevo;EN
32646;Meal replacement, low calorie drink, allevo;EN
32647;Meal replacement, low calorie bar, allevo;EN
32648;Meal replacement, soup powder, nutrilett;EN
32650;Meal replacement, hunger control, drink, nutrilett;EN
32651;Meal replacement, milk shake, drink powder, nutrilett;EN
32653;Meal replacement, hot and cold mocca, drink powder, nutrilett;EN
32655;Meal replacement, hunger control, bar, nutrilett;EN
32656;Meal replacement, low calorie bar, average;EN
32657;Meal replacement, soup powder, average;EN
32659;Meal replacement, milk shake, drink powder, average;EN
32661;Meal replacement, smoothie, drink powder, average;EN
32664;Blended spread 75%, oivariini, normally salted, low-lactose;EN
32666;Blended spread 75%, oivariini, heavily salted, low-lactose;EN
32667;Meal replacement, protein drink powder, gnld, 49% protein;EN
32669;Blended spread 60%, oivariini, less fat, low-lactose;EN
32670;Blended spread 75%, oivariini, lactose free;EN
32671;Blended spread 43%, ingmariini, low-lactose;EN
32672;Blended spread 82%, ingmariini sea salt, low-lactose;EN
32673;Blended spread 75%, ingmariini, normally salted, low-lactose;EN
32675;Meal replacement, protein drink powder, nutrishake, gnld, 55% protein;EN
32676;Blended spread 57%, ingmariini, less fat, low-lactose;EN
32678;Soya product, femisoya;EN
32679;Soya product, femisoya plus;EN
32680;Soya product, berrysoya;EN
32694;Pork and beef steak mince, 7% fat;EN
32695;Milk chocolate candy with peppermint flavour, marianne, fazer;EN
32699;Suffeli puffi snacks,puffed corn and chocolate flavored coating,very low glutein;EN
32700;Cereal bar with chocolate;EN
32701;Soft ice cream;EN
32702;Soy milk frozen dessert, tofuline, vanilla;EN
32703;Chocolate nut spread;EN
32704;Lean steak mince, 9% fat;EN
32705;Ice cream, vegetable fat;EN
32708;Whipped cream spray, industrial;EN
32709;Margarine 80%, cooking margarine, average;EN
32710;Cooking cream, vegetable fat, 4% fat, low-lactose;EN
32716;Cooking cream, vegetable fat, 5% fat, low-lactose;EN
32721;Cooking cream, vegetable fat, 7% fat, low-lactose;EN
32722;Sausage, fresh sausage, kabanossi, rapeseed pork, average, hk;EN
32724;Sausage, fresh sausage, chorizo, home-made;EN
32731;Noodle, whole wheat;EN
32733;Kinder chocolate egg;EN
32734;Soya drink, sugar, calcium, vitamins, alpro;EN
32735;Yoghurt, plain, a+, fat 2.5%, 1 ug vitamin d, low-lactose;EN
32737;Sour milk, acidophilus bifidus, 2.5% fat, 1 ug vitamin d, probiotics;EN
32739;Cider, pear cider, alcohol-free, 0.02% volume, rainbow;EN
32740;Beer, alcohol-free, 0.0% volume;EN
32744;Plum marmalade;EN
32745;Energy drink with added vitamins, partially artificially sweetened;EN
32746;Energy drink with added vitamins, artificially sweetened;EN
32758;Soya drink, organic, alpro;EN
32770;Mineral water, novelle plus, added zinc and vitamin e, sweetened with fructose;EN
32771;Mineral water, novelle plus, with added calcium;EN
32772;Mineral water, novelle plus, with added vitamin c and magnesium;EN
32773;Mineral water, sweetened with fructose, novelle friss, average;EN
32774;Oat drink without milk, nalle chocolate, calcium, vitamin d;EN
32778;Slicing sausage, lauantai, 18% fat, average;EN
32779;Slicing sausage, lauantai, 19% fat, contains milk protein;EN
32780;Slicing sausage, lauantai, 19% fat, contains soy protein;EN
32783;Oat drink without milk, rainbow, calcium, vitamins;EN
32784;Slicing sausage, lauantai, light, 10% fat, average;EN
32786;Slicing sausage, lauantai, 17% fat, average of industrial products;EN
32787;Rice drink, rice dream chocolate, calcium;EN
32790;Rice drink, rice dream hazelnut and almond;EN
32795;Barbeque sausage, light, 7% fat;EN
32796;Barbeque sausage, contains soy protein, average;EN
32800;Rice ice cream, vanilla-chocolate, r-ice, ingman;EN
32802;Rice ice cream, vanilla, r-ice, ingman;EN
32804;Ice cream, light, artificially sweetened, vanilla-strawberry, ingman;EN
32885;Oat drink without milk, nordic, calcium, vitamin d;EN
32887;Rice drink, nordic, calcium, vitamin d;EN
32892;Fruit drink, hyvää päivää, cranberry, partially artificially sweetened;EN
32893;Fruit drink, hyvää päivää, citrus, partially artificially sweetened, vitamins;EN
32894;Fruit drink, hyvää päivää, sweetened with fructose, with added vitamins;EN
32895;Nut, macadamia nut;EN
32897;Energy drink, energy water, teho, olvi, with added vitamins;EN
32925;Cheese, goat cheese, chèvre, 30% fat;EN
32931;Cheese, goat cheese, chèvre, 30% fat, fried;EN
33020;Sweet chili sauce;EN
33021;Spice paste, curry paste, mild, tikka masala;EN
33022;Spice paste, ginger paste;EN
33023;Ginger root, raw;EN
33024;Ginger, pickled;EN
33038;Sharon, kaki, persimon;EN
33042;Yoghurt, plain, a+, fat 4%, 1 ug vitamin d, lactose-free;EN
33047;Cooking cream, vegetable fat, 13% fat, low-lactose;EN
33048;Cooking cream, vegetable fat, 7 % fat;EN
33049;Cooking cream, vegetable fat, 4% fat;EN
33060;Papaya, dried;EN
33065;Mango, dried;EN
33067;Exotic fruit average, mango, papaya, dried;EN
33070;Fig, dried;EN
33077;Pineapple, dried;EN
33091;Avocado oil;EN
33095;Nut, pecan;EN
33097;Sausage bratwurst;EN
33102;Nut, peanut, honey-roasted;EN
33103;Yoghurt, flavoured, valio olo, 2.7% fat, lactose-free, 1ug vitamin d, probiotics;EN
33111;Milk, 3% fat, lactose-free, 1 ug added vitamin d;EN
33116;Cheese, feta type salad cheese in brine, fat 2-5%;EN
33117;Sour milk, fat-free, valio plus, low-lactose, 2 ug vitamin d;EN
33118;Cheese, feta type salad cheese in brine, fat 6-8%;EN
33119;Cheese, feta type salad cheese in brine, fat 9-11%;EN
33120;Cheese, feta cheese in oil, 22% fat, cow's milk;EN
33121;Hemp seed, whole;EN
33122;Soya drink, plain, calcium, vitamins, alpro;EN
33124;Soya drink calcium, vitamins, rainbow;EN
33125;Soya drink,  plain, calcium, organic, pirkka;EN
33128;Nut, chili nut;EN
33129;Yoghurt, natural, fat 5.5%, lactose-free;EN
33130;Nut, cashew nut, salt;EN
33131;Nut, pistachio nut, salt;EN
33132;Soya drink,  plain, calcium, gogreen;EN
33133;Soya drink, original, calcium, gogreen;EN
33134;Soya drink, chocolate, calcium, organic, pirkka;EN
33135;Soya drink,  organic, rainbow;EN
33136;Soya drink,  calcium, vitamin d, nordic;EN
33137;Soya drink, chocolate, light, calcium, vitamins, alpro;EN
33138;Soya drink, chocolate, calcium, vitamins, alpro;EN
33139;Soya drink, calcium, vitamins, soywell soya drink, lidl;EN
33142;Yoghurt, flavoured, fat-free, lactose-free, 1 ug vitamin d;EN
33147;Quark, flavoured, 2.9% fat, danonino, 1.25 ug vitamin d;EN
33150;Yoghurt, flavoured, 4,6% fat, lactose-free;EN
33151;Seasalt, without iodine;EN
33154;Fish, fillet, salt-cured;EN
33158;Cereal bar with chocolate, kellogg´s special k bar chocolate, fortified;EN
33159;Cereal bar with rice, kellogg´s rice krispies cereal & milk bar, fortified;EN
33160;Oat drink without milk, snack drink, elovena, 2.9% fat;EN
33161;Oat drink without milk, snack drink with berries, elovena, 0.5% fat;EN
33162;Yoghurt, plain, 2.5% fat;EN
33163;Oat drink without milk, snack drink, elovena, fruit, 0.5% fat;EN
33164;Milk, 3.5% fat, low-lactose, without added vitamin d;EN
33168;Cheese, semi-hard cheese, 10% fat, valio polar;EN
33169;Oat drink without milk, nalle vanilla, calcium, vitamin d;EN
33170;Pangasius, fillet;EN
33171;Hake, hoki, raw;EN
33174;Pork and beef steak mince, 10% fat;EN
33179;Quark, 0.3% fat, lactose-free;EN
33189;Quark, flavoured, 7% fat, sweet, lactose-free;EN
33197;Yoghurt, flavoured, fat-free, low-lactose, vit. d, artificially sweetened;EN
33198;Yoghurt, flavoured, fat-free, artificially sweetened;EN
33200;Curd milk, flavoured, 1% fat, lactose-free;EN
33201;Curd milk, plain, 1% fat, lactose-free;EN
33211;Tilapia, imported fish;EN
33221;Yoghurt, flavoured, 1% fat, lactose-free;EN
33226;Yoghurt, flavoured, fat-free, fibre and vitamins, low-lactose;EN
33251;Tilapia, oven-baked;EN
33264;Curd milk, flavoured, jam, 1% fat, lactose-free, partially artificial. sweetened;EN
33265;Nut, cashew nut coated with chocolate;EN
33266;Nut, cashew nut coated with yoghurt;EN
33267;Banana chips coated with yoghurt;EN
33268;Dried pineapple coated with yoghurt;EN
33269;Apple chips;EN
33272;Cereal bar with chocolate, kellogg's coco pops rocks, fortified;EN
33280;Yoghurt, flavoured, 2% fat, lactose-free, 1 ug vitamin d;EN
33284;Yoghurt, plain, fat-free, lactose-free, 1 ug vitamin d;EN
33295;Yoghurt, plain, a+, fatfree, 1 ug vitamin d, low-lactose;EN
33298;Yoghurt with muesli, a+, fat 3.5%, low-lactose;EN
33304;Sport beverage, carbohydrate drink, dexal heavy, diluted;EN
33305;Sport beverage, carbohydrate drink, dexal light, diluted;EN
33317;Sport beverage, carbohydrate drink, dexal light, concentrate;EN
33319;White fish, pangasius/hake/tilapia, average;EN
33320;White fish, pangasius/hake/tilapia, average, boiled without salt;EN
33323;Sport beverage, carbohydrate drink, dexal heavy, concentrate;EN
33334;Sport beverage, protein drink, pro fx zero carb;EN
33337;White fish, pangasius/hake/tilapia, average, oven-baked, without salt;EN
33338;Sport beverage, carbohydrate drink, leader carbo energy;EN
33339;Chicken fillet in honey marinade;EN
33342;Quark, flavoured, 4.5% fat, valio rahkavaahto, lactose-free;EN
33343;Sport beverage, protein drink, leader protein 40;EN
33357;Instant coffee, powder;EN
33360;Sport beverage, carbohydrate-protein drink, pro fx recovery;EN
33367;Sport beverage, carbohydrate-protein drink, leader recovery;EN
33372;Sport beverage, carbohydrate-protein drink, average of products;EN
33375;Sport beverage, carbohydrate drink, average of products;EN
33376;Sport beverage, protein drink, average of products;EN
33382;Salmon, warm smoked;EN
33395;Mashed potato powder, rainbow;EN
33396;Mashed potato powder, pirkka/felix;EN
33397;Mashed potato powder, eldorado;EN
33403;Meal replacement, protein bar, 54 % protein;EN
33404;Quark, flavoured, 3% fat, danio;EN
33405;Quark, flavoured, 4.4% fat, danio stracciatella;EN
33408;Powan, warm smoked;EN
33409;Rainbow trout fillet, cold smoked;EN
33410;Yoghurt, flavoured, 2% fat;EN
33414;Rainbow trout, fillet, hot smoked;EN
33415;Fish, warm smoked, average;EN
33419;Rainbow trout, fillet;EN
33420;Salmon fillet, cold smoked;EN
33424;Mackerel, smoked;EN
33428;Coffee, instant, drink;EN
33432;Suffeli chocolate bar, waffle, toffee filling and milk chocolate;EN
33433;Basil, dried;EN
33436;Rose hip, dried;EN
33438;Cafe latte, unsweetened, fat-free milk;EN
33439;Cafe latte, unsweetened, low-fat milk;EN
33441;Cappuccino, unsweetened, low-fat milk;EN
33442;Cafe latte, unsweetened, soy drink;EN
33447;Marshmallow;EN
33449;Cheese, average;EN
33456;Spinach;EN
33465;Cheese, halloumi cheese, 22% fat;EN
33466;Milk, average, 1 ug added vitamin d;EN
33487;Vegetable fat spread 70%, keiju lactose free, catering, 20 ug vitamin d;EN
33488;Margarine 40%, keiju light, lactose-free, catering, 20 ug vitamin d;EN
33489;Margarine 60%, keiju normally salted, catering, 20 ug vitamin d;EN
33494;Sweet pepper, red, canned;EN
33496;Vegetable fat spread 70%, becel gold, 20 ug vitamin d;EN
33499;Soya mince, white or dark;EN
33501;Tofu, soya product;EN
33502;Vegan frankfurter, tofu sausage;EN
33519;Sweetener, stevia, canderel green powder;EN
33520;Sweetener, stevia, canderel green tablet;EN
33521;Sweetener, stevia, canderel green stick;EN
33525;Fat powder, for food industry;EN
33542;Chocolate, plain, dark chocolate, 80%;EN
33549;Egg powder, for food industry;EN
33550;Egg white powder, for food industry;EN
33551;Egg yolk powder, for food industry;EN
33553;Sweet and sour sauce;EN
33554;Cheese, polar täyteläinen, 28% fat;EN
33555;Cheese, semi-hard cheese, 5% fat, valio polar;EN
33556;Cheese, semi-hard cheese, 15% fat, valio polar;EN
33559;Strawberry jam, 46% sugar, industrial;EN
33568;Nut and fruit mix, salted nuts, dried fruits;EN
33569;Nut mix, without salt;EN
33579;Nut mix, salted;EN
33584;Sour milk, acidophilus bifidus, 2% fat, probiotics;EN
33586;Ice cream, snickers;EN
33587;Fish, weighted average;EN
33596;Oat drink without milk, average of industrial products;EN
33597;Soya drink, plain, average of industrial products;EN
33600;Rice drink, average of industrial products;EN
33601;Mashed potato powder, average of industrial products;EN
33629;Quark, dessert quark, average of industrial products;EN
33631;Flour mixture, gluten-free, average of industrial products;EN
33632;Pasta, gluten-free, average of industrial products;EN
33638;Sauce mix, average of industrial products;EN
33671;Profeel protein drink, valio, 1 ug vitamin d;EN
33675;Sour milk, 1% fat, low-lactose, 1 ug vitamin d;EN
33678;Sour milk, acidophilus bifidus, 2% fat, 1 ug vitamin d, probiotics;EN
33679;Sour milk, acidophilus bifidus, 1.5% fat, 1 ug vitamin d, probiotics;EN
33681;Sour milk, 0.4% fat, low-lactose, 1 ug vitamin d, probiotics, aktiivi;EN
33682;Sour milk, 2% fat, low-lactose, 1 ug vitamin d;EN
33683;Sour milk, 2% fat;EN
33685;Sour milk, acidophilus bifidus, 1.5% fat, low-lactose, probiotics;EN
33690;Yoghurt, flavoured, 2.6% fat, low-lactose, 30% less sugar;EN
33695;Yoghurt, flavoured, 2.7% fat, ab, low-lactose, probiotics;EN
33696;Yoghurt, flavoured, ab, 3.3% fat, contains probiotics;EN
33697;Yoghurt, plain, ab, 2.5% fat, probiotics;EN
33698;Yoghurt, plain, ab, 0.2% fat, probiotics;EN
33700;Yoghurt, flavoured, ab, 0.2% fat, probiotics;EN
33703;Yoghurt, drinkable, 0.9% fat, probiotics;EN
33714;Yoghurt, flavoured, 3.2% fat, lactose-free, a+, 1 ug vitamin d;EN
33725;Yoghurt, flavoured, reducol, 2% fat, low-lactose, plant sterols, probiotics;EN
33726;Vegetable fat spread 70%, average of industrial products;EN
33727;Yoghurt, plain, pirkka reducol, 2.5% fat, low-lactose;EN
33728;Curd milk, plain, 1.5% fat, lactose-free;EN
33729;Sour milk, 0.4% fat, low-lactose, 0.9 ug vitamin d, probiotics, aktiivi vanilla;EN
33739;Milk, 4.4% fat, without added vitamin d, unhomogenized;EN
33757;Orange juice, unsweetened, 60 mg vitamin c;EN
33758;Ham, cooked, 2% fat;EN
33760;Yoghurt, flavoured, 2% fat, low-lactose, a+ cereal, 1 ug vitamin d;EN
33790;Milk, 1.5% fat, lactose-free, valio eila, 2 ug added vitamin d;EN
33791;Milk, 0% fat, lactose-free, valio eila, 2 ug added vitamin d;EN
33792;Milk, 3% fat, lactose-free, eila, 2 ug added vitamin d;EN
33845;Salami, light, 22% fat;EN
33852;Sour milk, fat-free, valio eila, lactose-free, 2 ug vitamin d;EN
33872;Breast milk;EN
33882;Margarine 80%, flora kulta;EN
33884;Juice drink, pineapple-carrot, gefilus, calcium, vitamin c and d, probiotics;EN
33885;Quark, flavoured, profeel protein quark, lactose-free;EN
33889;Chocolate, milk chocolate with hazelnuts;EN
33899;Corn starch, maizena express;EN
33900;Oat drink without milk, oatly chocolate, calcium, vitamin d;EN
33901;Oat drink without milk, oatly, calcium, vitamins;EN
33907;Juice drink, whey drink, gefilus, vitamins, probiotics, low-lactose;EN
33908;Juice drink, orange-peach, gefilus, fibre, vitamin c and d, probiotics;EN
33909;Juice drink, gefilus, vitamin c and d, probiotics;EN
33910;Yoghurt, drinkable, actimel, 1.5% fat, 0.75 ug vitamin d, probiotics;EN
33924;Cream, valio strawberry/chocolate, lactose-free;EN
33925;Quorn, fillet, pieces, mince;EN
33927;Turkey cold cuts;EN
33928;Applesauce, sweetened;EN
34079;Porridge flake mix with fibre, nalle;EN
34110;Corn starch, maizena brown/light;EN
34127;Milk, 1.5% fat, valio plus, 2 ug added vitamin d;EN
34136;Seaweed, nori, dried;EN
34137;Seaweed, wakame, dried;EN
34140;Coconut oil;EN
34159;Rocket, arugula;EN
34180;Chicken drumstick with skin, raw;EN
34183;Beef, assortment e, meat for gravy;EN
34184;Rapeseed pork, pork strips;EN
34185;Pork, cereal-fed, strips;EN
34187;Beef tenderloin;EN
34188;Pork fillet, sirloin;EN
34189;Pork, assortment 0, pork for sauce;EN
34190;Pork, kassler steak, raw;EN
34201;Beef, lean, average;EN
34228;Spinach, frozen;EN
34229;Pea, green, frozen;EN
34230;Wild rocket, sand rocket;EN
34231;Garden lettuce;EN
34232;Radicchio;EN
34233;Romaine lettuce;EN
34234;Onion, red onion;EN
34235;Radish, white;EN
34236;Pea shoot;EN
34237;Corn salad, lamb's lettuce;EN
34238;Coriander, fresh;EN
34239;Northern milkcap;EN
34240;Funnel chanterelle;EN
34241;Woolly milkcap;EN
34242;Flour, wheat flour, semi-coarse;EN
34243;Bean, broad bean, fava bean, fresh;EN
34244;Sugar snap peas, fresh;EN
34245;Sesame seed, white, without hull;EN
34246;Flour, rye, wholegrain rye flour r800;EN
34247;Flour, rye, wholegrain rye flour r1000;EN
34248;Flour, barley, whole grain barley flour;EN
34249;Flour, coarse wheat flour;EN
34252;Powan, whitefish, pollan, lavaret, farmed;EN
34253;Herring, pickled, canned;EN
34254;Seaweed, kombu, dried;EN
34255;Salmon, farmed;EN
34256;Rainbow trout, farmed;EN
34261;Yoghurt, flavoured, 2.7% fat;EN
34276;Juice drink, 40% less sugar, sweetened with stevia, valio grandi;EN
34361;Mango, without skin;EN
34585;Skyr, <0.5% fat;EN
34586;Skyr, sweetened with sugar, <0.5% fat;EN
34587;Skyr, artificially sweetened, <0.5% fat;EN
34588;Skyr, artificially sweetened, 2% fat;EN
34589;Skyr, sweetened with sugar and stevia, <0.5% fat;EN
34590;Quark, quark yoghurt, plain, 0.9% fat;EN
34591;Cream quark, 10% fat;EN
34592;Quark, 2,3% fat, low-lactose;EN
34593;Skyr, plain, 4% fat;EN
34594;Quark, flavoured, 8.8% fat, mint chocolate, valio, lactose-free;EN
34595;Quark, flavoured, 7% fat, low-lactose;EN
34596;Quark, flavoured, profeel protein quark with jam, lactose-free;EN
34597;Quark, flavoured, profeel protein quark, artificially sweetened, lactose-free;EN
34598;Quark, drinkable;EN
34600;Quark, flavoured, 4.5% fat;EN
34601;Quark, flavoured, arla protein quark, lactose-free;EN
34602;Quark, 0.3% fat, 12% protein, lactose-free;EN
34603;Yoghurt, flavoured, 4,6% fat, valio sileä, 1 ug vitamin d, low-lactose;EN
